vintage_id,review,year,wine_alcohol,country,region,price,rating,grape
156267777,"3.75. Can’t pinpoint the exact fruits, but there’s a mixture between black fruit and red fruit. I think cherry and blackberry, rounded up by a bit of oak. ",2018.0,15.0,Italy, Barbera d'Asti,66.5,3.9,Barbera
1469676,"Well, it says 2014 on the back….a well balanced red that shows off the attributes of the five red grapes that make up the blend: montepulciano, primitivo, Sangiovese, negromaro and Malvasia nera. I’d love to know the % of each, but I’ll bet there’s more of the primitivo and less of the Sangiovese. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
162906933,Top wine with nice plum notes and good finish.,2020.0,,Italy, Bolgheri,33.46,4.2,Cabernet Sauvignon
150611659,"vinegar aroma
black fruit
oak
spices",2017.0,14.7,Spain, Rioja,13.99,3.9,Tempranillo
159498249,Fruity bold and delicious ,2019.0,13.5,Italy, Primitivo di Manduria,17.26,4.3,Primitivo
162976242,"One my favourite wines! When you smell and drink it, you can taste the sunny fields :)",2020.0,,Italy, Terre Siciliane,10.22,4.2,Cabernet Sauvignon
150611659,"Really enjoyed this one. Dry, and definitely best with food, a bit rough, but nice smoky flavors. Balanced, very nice. Great value from Costco.",2017.0,14.7,Spain, Rioja,13.99,3.9,Tempranillo
156848268,"Ruby red, 14% alcohol. A full bodied crowd pleaser with juicy, spicy and oaky dark fruit. Good value at this price, went well with a rose veal steak. ",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
150611659,Oaky and full bodied. Lauren says helps cut red onion,2017.0,14.7,Spain, Rioja,13.99,3.9,Tempranillo
20161520,"Nose with notes of blackberries, black cherry, slightly vanilla and woody in delicacy, tobacco, chocolate, camphor notes.  Nice tannic structure and nice freshness.  A delicate Saint Emilion wine with a suitable tannic concentration. ",2015.0,14.0,France, Saint-Émilion Grand Cru,23.66,4.1,Merlot
156263848,Smooth and earthy with notes of berries. Slightly more acidic than I would have liked but great taste overall!,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
1469676,"Fruity, good body, very deep red.
2009 is time to drink now (2016/2017).
Good value for money.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
164942605,"Dry, soft with a smooth finish. Excellent!",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
156848268,"Bursting with fruit but a little sweet. Full of flavour, soft, smooth, unctuous mouth feel. Lovely",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
156848268,"Rigid sourness, tanine and oaky",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
164942605,"Easy drinking red wide with taste of plum. Very good for the price. 
",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
150611659,"Rich , dark and smooth texture ",2017.0,14.7,Spain, Rioja,13.99,3.9,Tempranillo
156267777,Typical Barbera. Very good!,2018.0,15.0,Italy, Barbera d'Asti,66.5,3.9,Barbera
29660160,"Deep Ruby Red.
Nose, green pepper scents, blackberries, black plum.
In mouth, fruit similar to nose, powerful, powerful tannins, good acidity, medium body plus, long",2013.0,,Argentina, Uco Valley,29.45,4.2,Cabernet Sauvignon
1469676,"The Farnese Edizione Cinque Autoctoni from five indigenous grape varieties of southern Italy...🍇🇮🇹 The Farnese Edizione Cinque Autoctoni matured for 13 months in barriques first occupancy of French and American oak...🌲🇫🇷🇺🇸 Deep ruby red, eccentric bouquet of pickled cherries, cassis liqueur, houndberry jam, tobacco, vanilla and coffee...🍷🍒☕️ Afirst-class concentration on the palate, incredibly high fruit pressure, sweetish, an opulent powerhouse...💥💪🏼😜
#99ptsbylucamaroni!
For my taste 4.3🌟!!",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
162964968,"This wine + winter outside + log fire inside + beef casserole in the oven = me in heaven.
Soft dark fruit and syrupy texture with a very faint medicinal fragrance, this wine has legs like a rugby forward and feels like a hug from your favourite relative. Excellent value.",2020.0,,Italy, Salento,8.26,4.1,Primitivo
164942605,"mature, soft rounded snd yet fruity",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
156101231,"A lovely bold wine with fullness in every sip. Cherries, blackberries, mocha, and spice. The awards and gold ratings are so deserved. Enjoy this with hearty meals. ",2018.0,15.0,Italy, Veneto,8.76,4.1,Corvina
161375238,I thought this was going to be better. Decent but nothing too complex or profound. Black fruit and quite some oak on it. 90% Merlot and 10% Cab franc. 3.7,2019.0,14.5,France, Montagne-Saint-Émilion,16.66,4.0,Merlot
1469676,Good and first I try Italian wine ,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"Intense dark purple-red color in the glass! On the nose powerful, complex aromas of black cherries, plums and blackcurrants, with some spice and vanilla notes! On the palate full-bodied with soft, round tannins and a very long finish! Cheers!",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
162964968,Pleasant like fruity jams 👍,2020.0,,Italy, Salento,8.26,4.1,Primitivo
1469676,"Excellent full bodied red without the dry after taste. 
",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676, vanilla cherry chocolate plum oak coffee tobacco cherry red fruit strawberry blackberry blackcurrant leather cocoa pepper licorice fig cheese perfume toast stone fruit bell pepper,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"From P’Ple 1,100 Baht 26.Aug.2019, Vivino 2,560",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
150293804,"📊 16/20

A month ago I’ve tasted Malleolus of this producer - it is Tempranillo (Tinto Fino) too, but higher quality. And my expectations was very high, because Malleolus was delicious!
This base Tinto is not so exciting. It is more common Tempranillo and it is rather good, nothing more.

👃  oak, dark cherry,  blackberry, notes of gloves;

👅 medium- acidity; slight notes of residual sugar;  subtle tannins; cherry, dark chocolate,  tobacco are on the palate; finish is rather long with vanilla notes.",2017.0,,Spain, Ribera del Duero,35.69,4.1,Tempranillo
164942605,ketchup inspector with haru,2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
156848268,Now I picked this rascal up in Morrisons  on an introductory offer. What a corker. Bold and smooth with a lovely guey red depth. Velvet on the palate with subtle magical flavours. Enjoy this on a Friday evening after a long week at work and I dare you not to smile.,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
156157863,"Quintessentially French.
Compost, earth, vegetation, beasts of the field. Dark and dry, yet round fruity and bright.
Not bad at all.",2018.0,12.5,France, Saint-Émilion Grand Cru,20.98,4.2,Merlot
156355599,"Bit too heavy nose of toasty vanilla! Does get better after couple hours airing! Besides that a nice Primitivo with a good value👍🍷

4⭐",2018.0,14.0,Italy, Primitivo di Manduria,13.86,4.3,Primitivo
156848268,"Very nice,sweet and blackberry taste",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
162906933,"Tannins turned my face Red
We bought the bottle for $92.  It actually only Cost $29. Plus it was only 4.2.  ",2020.0,,Italy, Bolgheri,33.46,4.2,Cabernet Sauvignon
156848268,"Smooth, tasty.  For a dry wine, it's refreshing!  Almost 25K Vivino users rated it an average 4.1 and we can see why.  This is our second case from Vivino at a great price.  I recommend trying it.",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
151190509,"Medium bodied. Fruit forward, mellow, with notes of dark fruit, some leather and vanilla ",2017.0,16.0,Italy, Toscana,37.35,3.9,Sangiovese
164942605,"A tad too sweet. Soft and hot, delivering black fruit, spices, fresh herbs and the chocolate finish of Nero D’avola. Reminds of a Sicilian red, but it was bottled in Castellina in Chianti… DC nov21.",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
162976242,"Very light taste
",2020.0,,Italy, Terre Siciliane,10.22,4.2,Cabernet Sauvignon
150287130,Excellent alternative Spanish wine. Smooth and approachable but with good finish. ,2017.0,14.5,Spain, Sardón de Duero,46.19,4.4,Tempranillo
156848268,Boom like it more than the first time I had it. ,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
156263848,"I was astonished by its truly light garnet color, expecting bit of light taste. However, fragrance of it is more surprising than its first impression that it is full of vanilla, oak and butter. It goes even better in a mouth, blooming as the bouquet of vanilla, heavy butter, cherry, and bit of oak and leather. I am just suprised at the outstanding taste vs. Its reasonable price. ",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
156263848,Nice little Pinot for the price.  Ends on a bit of a tart cherry note.,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
162964968,Rich and smooth. Fruity. Nice. ,2020.0,,Italy, Salento,8.26,4.1,Primitivo
164942605,Sweet and good red ,2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
150287130,Former vintages 15 and 16 were more classy. 2017 is fruity and pleasant but not “up there”,2017.0,14.5,Spain, Sardón de Duero,46.19,4.4,Tempranillo
1469676,Outstanding - deep and fruity ,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156848268,Leggy brunette with a full body. Goes well with vegan duck pancakes 🦆.#quack,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
164942605,"Smoke and Cherry on the nose. A little acid and brightness on first opening. 30 minutes of breathing brought it back to excellent balance of Cherry, Raspberry, spice and tobacco. Medium body. Excellent with pasta and sausage. Even stood up well to flank steak. Great value. ",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
164942605,Ol' reliable for me. I try to always keep at least one bottle of this bad boy at home. It's always at a good price and tastes amazing.,2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
162906933,"Although its youth, already nicely developed. Dark fruit and some liquorice. Ideal with a bistecca fiorentina...",2020.0,,Italy, Bolgheri,33.46,4.2,Cabernet Sauvignon
156848268,"Sorry, but it's not a wine. It's a liquid jam. I am totally agree with @[1|1870914|Denis K] (варенье в бутылке). Now I understand such a high rating. People like sweet wines. It's ok for the price but for me it's undrinkable ",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
159381531,"
Aged in oak barrels!

🍇 Touriga Nacional, Touriga Franca, other in small percentage
👁️ Purple
👃 Plum, blackberry, leather, touch of red fruits, touch of back pepper on the nose
👅 Nice sourness, velvet tannins,  medium-long lingering. Touch of licorice on the palate. 

A.B.V 13.5%

Nice Douro blend 🍷

Well paired with shredded pork shank sandwich 😋

Glass service at home 100ml ",2019.0,15.0,Portugal, Douro,19.46,4.0,Tinta Roriz
160151365,"This almost rises to the level of a Brunello with complexity, balance, and persistent finish well above what I expect from the Rosso Di Montalcino",2019.0,14.0,Italy, Brunello di Montalcino,83.41,4.5,Sangiovese
1469676,"Amazing wine taste. It develops contradictory from other wine in cool temperature. I try at beginning at room temperature, the taste is more sweet and fruity but after I chill it, it is more complex, full body and bitter end. But the smell honey, herb still last from start til end. 🍷 ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"4.3 ripe, juicy and big italian 5 grape blend. More Napa than Italy for me but still a good value wine perfect to pair with steak or a hearty meal. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,Always a great choice. ,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
159498249,Full of flavours yet smooth.  Excellent taste afterwards ,2019.0,13.5,Italy, Primitivo di Manduria,17.26,4.3,Primitivo
143590134,oak earthy plum cherry flavors.  Amazing flavor combination and beautifully aged. Not too acidic and bold in taste. ,2016.0,,France, Saint-Émilion Grand Cru,26.8,4.1,Merlot
156263848,"Fruity, not too sweet, not too dry, perfect!",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
1469676,"Intense dark purple-red color in the glass! On the nose powerful complex aromas of black cherries, plums and black currants, with hints of spices and vanilla! On the palate full-bodied with soft, round tannins and a very long finish! Cheers!",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
159498249,Love this wine.,2019.0,13.5,Italy, Primitivo di Manduria,17.26,4.3,Primitivo
1469676,"Not bad 
I will be able to evaluate this wine next time 
3.5~4.0",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
85213787,What more can you ask for ,2016.0,14.0,Italy, Irpinia Campi Taurasini,19.59,4.2,Aglianico
162976242,Bitter and fruity and really not our style. Red currant and grapefruit and sugar. Will put the bottle in the fridge and use it for Gluhwein later :-),2020.0,,Italy, Terre Siciliane,10.22,4.2,Cabernet Sauvignon
1469676,A darkly glamorous wine that is a joyous celebration of the five grape varietals and two wine regions used to produce a full bodied black fruit extravaganza.,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"One of the best,  I had ever taste. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"And the really old Edizione!!!! - one of my favorite regional reds by the way:) I was doing my best to find the very first vintage (should it be marked by 00 that means 1998 or 01 that will mean 1999, does anybody know?) but now only 2001:) GREAT! Slightly excessive sweetness of more young vintages has completely gone, absolutely no signs of ""jamminess"", very full body that combines all best features of wisely matured MdA and Primitivo, acidity is on the great level still, as well as tannins... TBC",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
150319009,"Strong, red fruit, black fruit, vanilla, oak,leather, minerals. Sure think it will “smooth out” in a year or two. Realused me and Luca Maroni agree all the time... ",2017.0,,Italy, Irpinia Campi Taurasini,19.59,4.2,Aglianico
150293804,Irina liked it. High alcohol content but goes down smooth. Would buy again,2017.0,,Spain, Ribera del Duero,35.69,4.1,Tempranillo
157739188,Great pric/quality. Lots of red fruit ,2016.0,,Italy, Toscana,11.06,4.0,Merlot
161452776,"Very nice, bold red from Italy. Strong merlot character, red fruit, cherry, strawberry, black fruit, plum, blackberry, blueberry, coffee, cinnamon, earthy, pepper notes. Interesting and very tasty. ",2019.0,15.0,Italy, Salento,16.07,4.0,Merlot
160145589,"No additional words to use on this one, just enjoy! Even though an entry level Shiraz from Torbreck it has all the characteristics of a good Shiraz. ",2019.0,13.5,Australia, Barossa Valley,27.86,4.0,Shiraz/Syrah
156355599,"Chocolate, chocolate, chocolate. It's crazy. Bouquet filled with chocolate and sweet tobacco. Beautiful structure and color in the glass. Huge cool curtains that hang. The taste is again total chocolate with a suitable sweetness. Shades of sweet tobacco, a little mulch and wood.",2018.0,14.0,Italy, Primitivo di Manduria,13.86,4.3,Primitivo
1469676,Very good wine with grape tast,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156263848,"maybe just not that experienced with pinots yet but sweeter, lavender, dry and bitter at end 3 until another try ",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
1469676,"Again, I have to state that this wine is on top. The most delicious bouquet with lots of dark ripe berries such as blackberries, blackcurrants, black cherries and nice barrel aging. The color is extremely nice deep and dark purple, almost towards black. The taste is completely unique with the most delicious dark berries.  Blackberries and blackcurrants in wonderful combination with chocolate, tobacco, wood and a little mulch. The wine is strong and full-bodied with a suitable fatness.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156263848,"Lovely and fresh, fruit forward. Blueberry and cherry ",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
152192077,Deep ruby and medium bodied. Beautiful bouquet on the nose but disappointing on the palate with little tannins. Overall a bit let down with this one.,2017.0,15.0,France, Haut-Médoc,13.56,3.8,Cabernet Sauvignon
156263848,"12/24/20: Merry Christmas Eve Vivino friends! First red shared with my dad after Christmas chowder meal at Em’s. Classically styled semi-sweet Pinot Noir. I knew this would be perfect for my smooth and jammy red wine drinking family. To be enjoyed with good food and company! This Pinot Noir is all about that juicy red fruit. Think red wine with cherries, raspberries and a touch of cassis. Delicate hints of cedar and bay leaf balance the sweetness of the fruit, creating an enduring bouquet.",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
1469676,"Surprisingly good. Smooth, nice finish, a bit low on tannins. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
160136298,Massive fruit from this great value Aussie Shiraz,2019.0,15.5,Australia, Barossa,13.86,4.2,Shiraz/Syrah
1469676,"Nice bold taste. Plum notes, rather fruity",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"Chocolate, Plum, black currant, loads of Tannins - love it. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
162913665,"Ordinary, keep it going",2020.0,12.0,Portugal, Alentejo,7.29,4.0,Alicante Bouschet
156157863,Great value for an entertaining Bordeaux that kept changing in the glass.  It seemed to die a little after a couple of hours however. ,2018.0,12.5,France, Saint-Émilion Grand Cru,20.98,4.2,Merlot
150293804,"Very nice intence tempranillo, can be better if agening 5 more years. Fullbodied, black fruits, cherry, plum, wood, all well balanced. High value for the bucks., I give it 4,2 STARS",2017.0,,Spain, Ribera del Duero,35.69,4.1,Tempranillo
156848268,"blackberry plum cherry vanilla oak raspberry prune strawberry

amazingly good at this price!!

really like this pure black fruit character",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
1469676,Needs more air ,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"Exceptional Italian blend using five of Italy’s boldest grapes. Full bodied with oak, vanilla and nice dark fruit. Smooth with nice long finish! ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,Solid Juicy blue fruit driven and balanced ! Modern with oak blueberry vanilla ! Nice,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
164942605,"Lovely tasteful igt wine from Italy. Nose has raspberry, black berries plum raisin , cherry, some oak notes, . Mouth has fresh sours from redberries. Good body and finish.  ",2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
1469676,"4.1. Dark ruby color. Bold full body wine, with velvety tannins. Black fruit, vanilla, oak. Good balance. Besides this 2013, I had 2012 and 2016 vintages. All of them were very good. For me the 2016 was best. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156263848,Really great taste ,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
1469676,Great with our Christmas Turkey 😊👍,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156263848,"Vanilla butter oak
Medium light
Smoky 
Sweet

Light color
Had with spaghetti with grana Padano cheese
",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
14426601,Great wine. Vibraant,2015.0,13.2,Argentina, Salta,31.96,4.3,Malbec
1469676,"4.8*, 🍇 Montepulciano d'Abruzzo + Primitivo + Sangiovese + Negroamaro + Malvasia Nera, 👍👍👍
🥇 99 points Luca Maroni
🥇 Best Italian Red 2019
👀 dark with bright ruby ​​colour,
👃 intense fruity, blackberries and cherries, cinnamon, cloves, licorices,
👅 good structure, well balanced between alcohol and adequate freshness, the tannin is velvety soft,
🍽 goes perfectly with hard cheeses, red meat, meat sauce, game, venison,
Is recommended to be serving at 18 ° C.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156848268,"Just amazing cost performing wine. No information of vintage but who cares? Sometimes, this kind of wine is needed. Don’t consider the year, grapes, aeration, marriage, and price. Just gab, open, and enjoy.",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
1469676,"Revisiting this wine is always great
Robust, full of taste, complex notes of vanilla, toffee and chocolate ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"a wine that has had the same character for years, and the price-quality ratio is unsurpassed",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"we  don't get bored of it!
",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
160151365,This jawn do be slappin ,2019.0,14.0,Italy, Brunello di Montalcino,83.41,4.5,Sangiovese
160102339,Great red. Dry with nice balanced tannins   ,2019.0,,Italy, Veneto,18.58,4.1,Cabernet Sauvignon
1469676,"Full Bodied, Good Value",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156098313,"Good tasty, fruit smell.",2018.0,,Italy, Chianti Classico,30.66,4.1,Sangiovese
1469676,"Vanilla cherry
Negroamaro tannins
Reach for another",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"Fruity but not too sweet, rather light in the aftertaste, very drinkable",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156157863,Great value for an entertaining Bordeaux that kept changing in the glass.  It seemed to die a little after a couple of hours however. ,2018.0,12.5,France, Saint-Émilion Grand Cru,20.98,4.2,Merlot
20161520,Very smooth Bordeaux. at Nouvelle-Aquitaine party in New York @longchamp in SoHo.,2015.0,14.0,France, Saint-Émilion Grand Cru,23.66,4.1,Merlot
1469676,"Always a great choice
Plums, red fruits, cherries and a great nose",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"Tar-like, violet blend of 5 grapes: primitivo, negroamaro, sangiovese, montepulciano and malvasia. Fruity and chocolatey nose, this wine drinks well and surprisingly easy despite its complexity. Palate is almost sweet with chocolate, violet, prune and tar.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156848268,"Really good alcohol free/very little % wine! Doesnt taste like juice, but is sweet",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
1469676,"Dark purple. Powerful complex aromas of black cherries, plums and blackcurrant and vanilla notes. Full on the palate with soft tannins and a long finish.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676," chocolate,plums, blackcurrant; 
Excellent Italian red ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156848268,Horrible. Industrial plunk,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
1469676, vanilla cherry chocolate plum oak coffee tobacco cherry red fruit strawberry blackberry blackcurrant leather cocoa pepper licorice fig cheese perfume toast stone fruit bell pepper,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156263848,"Red fruits, oak, vanilla
",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
1469676,"Had the 2014 recently and it was too big and jammy for my liking.

This on the other hand is much more balanced and leaning towards elegant. Rich stewed red plum and baking spice but enough acidity to offset the sweetness. Lovely integrated tannins and good structure. ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
150611659,Dark cherries dry with good amount of tannins and cedar tones,2017.0,14.7,Spain, Rioja,13.99,3.9,Tempranillo
150287130,Lovely deep blackcurrant undertones and a slight peppery kick underneath all that flavour. ,2017.0,14.5,Spain, Sardón de Duero,46.19,4.4,Tempranillo
160145589,"Big, bold, and yummy wine full of oak. Super smooth. Highly recommend!",2019.0,13.5,Australia, Barossa Valley,27.86,4.0,Shiraz/Syrah
162976242,"vanilla oak tobacco blackberry pepper 
Very nice southern red, bold and spicy, feels like semidry, blackberries and sweetness linger on the palate.",2020.0,,Italy, Terre Siciliane,10.22,4.2,Cabernet Sauvignon
4334852,"Drank with Eddie. Burgers from North Fork. Leather, barnyard, wet leaves. Dark cherry and tobacco. ",2010.0,,France, Graves,21.55,4.2,Cabernet Sauvignon
162913665,"Another solid wine from Alentejo. Vibrant red in colour. Great aromatic intensity dominated by ripe red and black fruits (blackberries, raspberries and black plums). Full bodied, with good tannins, balanced acidity and a long finish.",2020.0,12.0,Portugal, Alentejo,7.29,4.0,Alicante Bouschet
156263848,"Hints of oak
",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
159381531,"Good value for price. Cherry flavor, oaky, easy to drink and just to enjoy.",2019.0,15.0,Portugal, Douro,19.46,4.0,Tinta Roriz
150293804,"Solid tempranillo, blackberry and plum notes. Good acidity. Pleasant oak and tobacco tannins.
Leather and pepper long aftertaste. Strong 14,5%vol",2017.0,,Spain, Ribera del Duero,35.69,4.1,Tempranillo
156848268,"Very good wine, look the price👍👍👍",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
1469676,"Good. Balanced. Classic Italian
Totally worth it!",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156263848,Didn’t like the 2018 as much as the 2017. ,2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
1469676,"It’s a very nice wine for me. Any time any where^^
",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,Fruit forward. Deep strong red. Great flavor. Italian blend.,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,Full body taste. @ blackberry blackcurrant black fruit,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,Unbelievable. Dinner at carbone with jason and oliver. Order this ,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156098313,"Ork good, oak chocolate",2018.0,,Italy, Chianti Classico,30.66,4.1,Sangiovese
156289487,"
White pepper, raspberry and wet earth on the nose with a velvety tongue feel. There isn't much to vent about '8 vents' because it's a straightforward neat wine with fantastic value and a terroir feel to it stemming from its use of the local Majorca mantanegro grape. Try it now, these 'unread' emails can wait. ",2018.0,,Spain, Mallorca,20.65,4.1,Merlot
1469676,"Blackcurrants, dark cherry. Full-bodied with very smooth and silky tannins. Excellent with both lamb and ribeye! Lovely wine",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,"Elegant aromas of black cherry and plum jam. Well balanced by alcohol, full body, beautiful structure and roundness, intense flavors, good tannins. The finish is persistent with flavors of plum, black cherry, developing also spicy notes of vanilla and chocolate.",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
157739188,"It’s a smooth tasting wine but could have a little bit more finish to it.

However for the price it’s an absolute steel!",2016.0,,Italy, Toscana,11.06,4.0,Merlot
1469676,Fruit bomb that got better after a few days. ,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156848268,"Mucho mas? More like muchos fucking pissed - this bad boy is 14%!
All great banter aside, it’s a drop and goes well with 90’s old school gangster rap. Word.",2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
160136298,Chocolate -y drink slowly very rich ,2019.0,15.5,Australia, Barossa,13.86,4.2,Shiraz/Syrah
164942605,Really good wine for the price. ,2020.0,14.0,Italy, Vino d'Italia,9.66,4.1,Merlot
1469676,"I like it, god body, dry easy to enjoy ",2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
151190509,"Oaky vanilla, smooth and easy to drink. ",2017.0,16.0,Italy, Toscana,37.35,3.9,Sangiovese
1469676,One of my top 5,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
163688366,"Easy to drink and light, a good summer red. Nothing too exciting. Notes are vanilla, red fruit, and leather",2016.0,14.0,Italy, Toscana,16.1,3.7,Merlot
167154204,A delicious fruity wine which my son and his wife helped me benchmark against one of our favourites The Guv’nor; also from Felix Solis. It was too hard to call sipping alternately; both excellent distinctly flavoured wines. Another to add to the favourites then.,2022.0,,Spain, Vino de España,8.26,4.1,Shiraz/Syrah
156848268,3.9. 2020 year on bottle. Tried 3rd bottle of this year. Very good for low price 380 rub ,2019.0,13.5,Spain, Vino de España,13.72,4.2,Shiraz/Syrah
1469676,Seriously good wine…. I’m not going to crap in about what I can or cannot taste… just buy this bottle and you won’t regret it $70 at my mate Dan Murphy’s ,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
156098313,"Good smell, astringent taste, but the taste changes over time, resulting in a variety of flavors.",2018.0,,Italy, Chianti Classico,30.66,4.1,Sangiovese
156263848,"Raspberry, vanilla, oak, pepper... fruity nose, oaky palate with hints of spice. Light and round with medium finish. Great value 👍",2018.0,14.0,United States, Napa Valley,13.86,4.0,Pinot Noir
163185284,It paired nicely with the deer i just had,2020.0,15.0,Italy, Puglia,10.63,4.1,Primitivo
1469676,My rating 89.,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
1469676,My find of 2016. Incredible.,2018.0,,Italy, Abruzzo,22.26,4.3,Sangiovese
150611659,"A great value  Rioja that is 80% Tempranillo + some Mazuelo and Graciano. 

👁 Dark ruby in color.

👃 An old world nose: dirt, plum, slate, and mushroom risotto. 

👅 More earth notes in the mouth, primarily truffle. Light to medium bodied; high acid. 

Would pair well with fall cream-based dishes like pasta or risotto. 
  
Happy new year, friends!",2017.0,14.7,Spain, Rioja,13.99,3.9,Tempranillo
