,wine_index,type_,alcohol,quality,name_,crispness,acidity,fruitiness,sweetness,dryness
975,975,red,9.3,5,'Edeau Doutge 2016',1,2,2,3,3
976,976,red,10.4,6,'Nidota Marg Olters Bentam Ples Hillle Cabernet Fran',1,2,1,3,3
977,977,red,10.5,6,'Yerd Pinot Noir KPM',3,3,1,3,3
978,978,red,10.4,6,'Morlet VQQ',3,3,1,3,3
979,979,red,11.3,6,'WHellite 2019',3,3,2,2,4
980,980,red,9.5,6,'Unnico Rissa 2014',2,2,1,3,3
981,981,red,10.6,6,'Thermhquak Red KPMerva',2,2,1,3,3
982,982,red,10.9,6,'OCes Agorghan Rey Frusels Meaftre 2ikerana Reserva ',3,3,3,2,4
983,983,red,9.6,6,'G 2018',2,2,3,3,3
984,984,red,12.0,6,'IPreal 2019',3,3,2,2,4
985,985,red,10.3,6,'JBling Shiraz 2020',4,4,2,4,2
986,986,red,9.4,5,'Risso Teruzzo',3,3,2,4,2
987,987,red,9.6,5,'Il Resero Monteta Orgninio Reserva 2020',3,3,1,3,3
988,988,red,9.5,5,'Mondel Barogo 2018',2,2,2,3,3
989,989,red,11.8,6,'LatYerly Cabernet Sauvignon 2017',2,2,2,3,3
990,990,red,9.5,5,'YZumerila Cellass Pinot Noir 2021',2,2,2,3,3
991,991,red,9.3,4,'Wi Zutf Warduaine 2019',3,3,2,3,3
992,992,red,12.8,6,'QPinot Noir 2019',2,2,1,2,4
993,993,red,9.4,6,'Suiganta Vigno Bara 2022',2,2,1,3,3
994,994,red,12.8,6,'Uhili Vine Lea Chiano Gigno 2017',2,2,1,2,4
995,995,red,9.6,4,'YEdNicold VQA',2,2,1,4,2
996,996,red,9.3,5,'Ria Spmaniona 2018',2,2,4,3,3
997,997,red,9.8,5,'Zineum Stofe Rieg Shinaz',3,3,3,4,2
998,998,red,12.2,6,'Que Challon Gertt Winely Cabernet Sauvignon',3,3,2,2,4
999,999,red,9.5,5,'Freschepahte Ret 2020',2,2,1,4,2
1000,1000,red,10.5,5,'Boress Grour descheappes Valley Ont Bock Red',2,2,1,3,3
1001,1001,red,10.0,5,'Ritesah 2018 Konta Classico 2018',2,2,2,2,4
1002,1002,red,10.5,5,'O 2019',2,2,1,3,3
1003,1003,red,11.1,6,'O8 2018',2,2,2,3,3
1004,1004,red,10.9,6,'Rever Rosso 2019',2,2,1,3,3
1005,1005,red,10.9,6,'Mquatita 2020',2,2,1,3,3
1006,1006,red,9.8,5,'DLaun Pontom ShirazCseanSugiot Grend Crnet Sauvigno',2,2,2,3,3
1007,1007,red,9.5,5,'Thterus Galay Reserve Cabernet Franc 2019',2,2,1,2,4
1008,1008,red,10.9,5,'Wso Cabernet Sauvignon',2,2,1,2,4
1009,1009,red,11.0,5,'Dko Spesion UlpeVieto Opa Visso de Scuilla 2015',1,1,1,3,3
1010,1010,red,11.2,4,'ACrani Gruntuco 2017',1,1,1,2,4
1011,1011,red,9.8,5,'XOW Pinot Noir 2021',3,3,3,4,2
1012,1012,red,9.6,4,'Enuta Sopgore 2019',2,2,1,3,3
1013,1013,red,11.8,6,'Wfnon Gronelleag 2021',2,2,2,2,4
1014,1014,red,10.3,6,'T',2,2,1,3,3
1015,1015,red,10.3,6,'Brand',2,2,1,3,3
1016,1016,red,11.4,6,'Hellasmarbarger Lackonn Collesfi La Chapellone 2020',3,3,2,3,3
1017,1017,red,9.5,6,'JVornsisa Tupos Casebarmine 2020',2,2,2,3,3
1018,1018,red,11.7,6,'Abri DOm Catosio IGT',2,2,2,2,4
1019,1019,red,11.2,5,'Yduvelt 2019',1,1,1,2,4
1020,1020,red,9.3,5,'Winac Noit 2019',2,2,3,3,3
1021,1021,red,11.2,6,'Rzes Sulembia 2015',2,2,2,2,4
1022,1022,red,9.5,6,'QA',2,2,1,4,2
1023,1023,red,9.7,6,'Zquikiva Barolo 2016',1,2,1,3,3
1024,1024,red,9.5,6,'Cabernet Sauvignon VQA',2,2,1,4,2
1025,1025,red,11.5,7,'Finava Red VQA',3,3,1,2,4
1026,1026,red,10.4,6,'Mallen Cle di Montave Mouvignon 2020',2,2,2,3,3
1027,1027,red,10.4,6,'Agge 2018',2,2,2,3,3
1028,1028,red,10.9,6,'QA',2,2,1,3,3
1029,1029,red,10.2,6,'Piny Ultimio Bianois 2020',2,3,2,4,2
1030,1030,red,10.9,5,'MTindal Frenatha 2021',2,2,1,3,3
1031,1031,red,10.5,5,'P018',4,4,2,3,3
1032,1032,red,12.4,6,'FRis Black Labere Il Monterunco 2018',2,2,2,2,4
1033,1033,red,13.0,5,'XLipaux Ri Yor Doira Molbeci Rabernet Sauvignon 201',2,2,1,2,4
1034,1034,red,11.0,5,'KYfdoz Siliamons Nio Reserve Riserva',2,2,1,2,4
1035,1035,red,10.9,6,'Linillo Del Vinesors Ruassico Grant Cruzzos 2015',2,2,2,3,3
1036,1036,red,12.4,6,'Ex FIrc 2021',1,1,1,2,4
1037,1037,red,9.7,4,'Yron Riserva Beralo 2019',2,2,1,3,3
1038,1038,red,10.9,6,'Laschiar Reserve Cabernet Sauvignon 2019',2,2,2,3,3
1039,1039,red,12.1,6,'VPrit Reserve Syrit 2018',2,2,1,2,4
1040,1040,red,12.5,6,'Ef Cabernet Sauvignon 2015',1,1,1,2,4
1041,1041,red,11.7,6,'IKz',1,2,1,2,4
1042,1042,red,11.2,6,'Victraum SelecteJferminivo 2020',3,3,1,3,3
1043,1043,red,11.2,5,'Wobly Corges Caregna Menotre 1el Cru 2uce Pinot Noi',2,2,2,2,4
1044,1044,red,9.2,5,'Zncella Seperiorat Souvignon 2019',2,2,2,4,2
1045,1045,red,9.8,5,'Driarga 2014',2,2,2,3,3
1046,1046,red,10.1,5,'Bors Mereon 2019',3,3,2,4,2
1047,1047,red,10.1,5,'Cruzhe Bassone Mellot 2020',3,3,2,4,2
1048,1048,red,9.2,5,'Sourignon 2017',2,2,2,2,4
1049,1049,red,9.8,5,'G2020',2,2,2,3,3
1050,1050,red,12.8,6,'Noin Vineyard Kintaph Blend LapitagnVellate Borgno ',1,2,1,3,3
1051,1051,red,10.5,5,'Rves Onganic 2020',2,2,1,3,3
1052,1052,red,10.1,6,'Palle 2020',2,2,2,3,3
1053,1053,red,10.1,6,'Y Sparigan Vineyard Sentery LebernetuerretMerlitCon',2,2,2,3,3
1054,1054,red,9.8,6,'Saurgono di Montalcino 2019',2,2,2,3,3
1055,1055,red,11.9,6,'Ameyard Tellerda Crianza 2019',3,3,2,2,4
1056,1056,red,9.8,6,'Bellie Cuve Gevol Vuente Rauserva di Montalcino 201',2,2,2,3,3
1057,1057,red,10.1,5,'Esher Pinot Noir 2018',3,3,2,4,2
1058,1058,red,11.4,5,'J Rrofres Cotermand Pinot Noir 2019',3,3,2,2,4
1059,1059,red,11.0,7,'Pella Frunello Ga Mnumeilo 2021',3,3,2,2,4
1060,1060,red,10.6,6,'Baune Cotel Rougeem Vineyards Santhild Vineyards 1e',2,2,1,2,4
1061,1061,red,10.6,6,'Bllare Ordanico DOC',2,2,1,2,4
1062,1062,red,10.6,6,'GUrgne Suiet MontMatbuldino CubernetMerlot',2,2,1,2,4
1063,1063,red,10.6,6,'Pria IGP',2,2,1,2,4
1064,1064,red,9.3,5,'Pilla Valpolicella Classico 2019',1,2,1,3,3
1065,1065,red,9.8,6,'Terton',2,2,2,3,3
1066,1066,red,9.8,6,'Ruch SyrahViaures Estate  Ren 2020',2,2,2,3,3
1067,1067,red,9.7,6,'Wagna El GrewduPCobernet Sauvignon 2017',2,2,1,3,3
1068,1068,red,9.6,5,'Rabernet SpuncV0on 2018',3,3,2,3,3
1069,1069,red,12.6,6,'D',1,2,1,2,4
1070,1070,red,9.5,5,'Emaleuni 2016',1,1,1,2,4
1071,1071,red,9.5,5,'Anferth Sichal Terbero ChteauneufduPape 2018',1,1,1,2,4
1072,1072,red,9.5,5,'Brone 2019',1,1,1,2,4
1073,1073,red,10.5,6,'Mancen Les DamuenCannumposs Oda de Belialla 2017',2,2,1,2,4
1074,1074,red,10.5,6,'Tritekicella 2018',2,2,1,2,4
1075,1075,red,10.5,6,'Thanne SuireyCaherne Sigillessignon 2020',2,2,1,2,4
1076,1076,red,10.4,6,'Blirgio Lufiera 2019',2,2,1,2,4
1077,1077,red,10.5,6,'MWeli Barbantin 2019',2,2,1,2,4
1078,1078,red,11.0,5,'GD',4,4,2,3,3
1079,1079,red,10.2,6,'Prez 2019',2,2,1,3,3
1080,1080,red,11.4,5,'Leimos Amabone Trophene Bourgergene County Bouteph ',1,1,1,2,4
1081,1081,red,9.5,5,'Q1',2,2,1,3,3
1082,1082,red,9.5,5,'Mermote Cobernet Sauvignon 2020',2,2,1,3,3
1083,1083,red,10.8,5,'UGli Classico 2017',1,2,1,4,2
1084,1084,red,10.0,5,'Ldraking Berreaux SalevCabernet Sauvignon',3,3,2,3,3
1085,1085,red,11.8,6,'Uksento 2019',2,2,1,2,4
1086,1086,red,10.3,5,'RJejon Escito Valpolicella 2017',2,2,1,3,3
1087,1087,red,10.3,5,'VQA',2,2,1,3,3
1088,1088,red,10.0,5,'Lied Saivt Roos Kead Stiarta Cara de CostDlaun Mull',2,2,1,3,3
1089,1089,red,10.1,5,'Q',1,1,1,2,4
1090,1090,red,10.1,5,'Jvive Shiraz 2014',1,1,1,2,4
1091,1091,red,11.1,6,'Pte la Fourione dellay ValioySaus Gardegilo',2,2,1,3,3
1092,1092,red,10.03333333,6,'Herigtone Wino da Sunga Reserva 2018',4,4,1,2,4
1093,1093,red,10.9,5,'Bare Chianti ROCG',3,3,1,3,3
1094,1094,red,10.1,5,'HTroth Pinot Noir Sauvignon 2020',2,2,1,4,2
1095,1095,red,10.03333333,6,'Pon Elmanbars Montepulc Ruserva E Pat7e Dra Pre 202',4,4,1,2,4
1096,1096,red,9.8,4,'KPinot Noir VQA',2,2,1,3,3
1097,1097,red,11.8,6,'NLioni Banaro 2018',2,2,1,2,4
1098,1098,red,9.5,5,'XYSauvignon 2019',2,2,1,3,3
1099,1099,red,9.8,5,'X Bassag 2020',2,2,1,3,3
1100,1100,red,10.5,6,'ChteauneufduPape 2020',2,2,1,3,3
1101,1101,red,9.8,6,'Hyrua OCCavecca',2,2,2,3,3
1102,1102,red,10.4,4,'KPin Granache 2019',1,2,1,2,4
1103,1103,red,9.9,5,'K7',2,2,2,3,3
1104,1104,red,10.0,5,'L6 2017',2,2,1,2,4
1105,1105,red,12.2,6,'Opes Vineyard Gambare 2019',1,1,1,2,4
1106,1106,red,9.9,6,'CumeyShekirg Gigondal 2018',2,2,1,3,3
1107,1107,red,10.8,6,'Res Vineyard Soitages 2020',2,2,1,3,3
1108,1108,red,10.8,6,'Q',2,2,1,3,3
1109,1109,red,9.6,5,'Gugey NopasSy 1e Castelle de TasBulMellate Methet P',1,2,1,3,3
1110,1110,red,9.9,5,'Furtsono 2020',2,2,2,3,3
1111,1111,red,9.9,5,'Hickon Blyer di Montancinra 2019',2,2,2,3,3
1112,1112,red,9.5,5,'PKer',2,2,2,3,3
1113,1113,red,9.2,5,'Fdre Sarghomion',2,2,3,5,1
1114,1114,red,9.6,5,'HRubel Dembyarna Classico 2015',2,2,1,3,3
1115,1115,red,9.6,5,'Walley SyrahRoses Im Cheras 2017',2,2,1,3,3
1116,1116,red,9.7,5,'N20',1,2,3,3,3
1117,1117,red,12.5,6,'N05 Cabernet Sauvignon 2020',1,1,1,2,4
1118,1118,red,11.0,5,'Cta dellOReSDrands Pinot Noir 2020',2,2,1,3,3
1119,1119,red,9.8,5,'I6',2,2,1,2,4
1120,1120,red,10.2,5,'VQue Cabernet Sauvignon2202',2,2,2,3,3
1121,1121,red,9.55,6,'Azie Pinot Noir 2019',2,3,1,3,3
1122,1122,red,9.55,5,'Zso Ros 2017',2,3,1,3,3
1123,1123,red,9.9,5,'Jbands Asteste Pessoffre 2017',2,2,2,3,3
1124,1124,red,10.2,7,'Jbriery 2018',2,2,1,3,3
1125,1125,red,11.1,6,'Terval 2020',2,2,1,3,3
1126,1126,red,9.9,5,'Noirienerman',2,2,3,3,3
1127,1127,red,9.9,5,'Chteau Meglot 2020',2,2,3,3,3
1128,1128,red,11.9,6,'Zsi 2019',2,2,1,2,4
1129,1129,red,10.0,8,'Ken Dou Chiarti Conney Guan Single Vineyard Pinot N',2,2,1,3,3
1130,1130,red,10.7,6,'Ty SontA Cabernet Sauvignon 2019',2,2,1,4,2
1131,1131,red,11.3,7,'KKJan Bellen Kock Pde 2020',2,2,2,2,4
1132,1132,red,10.7,6,'Brand Cabernet Sauvignon 2019',1,1,2,3,3
1133,1133,red,12.4,7,'YCxi',2,2,3,2,4
1134,1134,red,10.7,6,'Ix Coianti Suniare 2018',1,1,2,3,3
1135,1135,red,11.9,6,'Dam Mento Ripasso Sanglen Vonney Sagighery Barrelta',1,2,1,2,4
1136,1136,red,10.6,6,'CKac Ave Organic Mingla Valporicella 2017',2,1,1,3,3
1137,1137,red,10.1,5,'Kfrites 199 Crave Supitiaue 2020',3,3,2,3,3
1138,1138,red,9.6,5,'Filongo 2019',3,3,1,4,2
1139,1139,red,9.4,5,'Obrend 2019',1,1,1,3,3
1140,1140,red,9.6,5,'C121',3,3,1,4,2
1141,1141,red,12.1,7,'Mrigerto 2021',2,2,2,3,3
1142,1142,red,9.8,5,'Us Antanermon 2015',2,2,1,2,4
1143,1143,red,9.9,5,'Riell Cornes Crezas 2019',2,2,2,3,3
1144,1144,red,9.8,5,'VQAg Pinot Noir 2019',2,2,1,2,4
1145,1145,red,9.4,5,'Fialar 2019',2,2,2,3,3
1146,1146,red,11.4,6,'KPaz Orgenico 2019',1,2,2,2,4
1147,1147,red,9.6,6,'Madiuline Cabernet Sauvignon 2018',2,2,1,2,4
1148,1148,red,9.6,6,'Yallato Priano Amolene della Rabeun',2,2,1,2,4
1149,1149,red,12.1,6,'Skergerun 2018',2,2,2,2,4
1150,1150,red,11.2,5,'Esjolazah Veldos GPan Reserve Cabernet Sauvignon 20',2,2,1,3,3
1151,1151,red,11.0,5,'O4',2,2,2,2,4
1152,1152,red,11.3,5,'HOrgona DAvo Anniana Meserve Inlo',2,2,3,3,3
1153,1153,red,10.4,5,'P',2,2,2,2,4
1154,1154,red,9.9,6,'Hwillo Vignon Reserva 2015',2,2,2,3,3
1155,1155,red,11.7,6,'Sauvet Neir VQA',1,1,1,2,4
1156,1156,red,10.1,7,'Di ga Cordenta Reserva 2018',1,1,1,3,3
1157,1157,red,10.3,5,'SMergo Valley Red Classico 2020',1,2,1,2,4
1158,1158,red,11.06666667,6,'Pas Tempranillo',2,2,2,3,3
1159,1159,red,11.3,7,'Condale Pinot Noir 2018',2,2,2,2,4
1160,1160,red,9.8,5,'FBoud Tieurs Red Classico 2013',1,2,1,3,3
1161,1161,red,11.7,5,'Nois 2021',2,2,1,2,4
1162,1162,red,11.1,6,'Engoss do Rass Rivare ChteaunduPilas Granz 2019',2,2,2,3,3
1163,1163,red,9.8,5,'Hardig GranacMervot',1,2,1,3,3
1164,1164,red,9.7,5,'UZrchon Merlet 2018',1,2,1,3,3
1165,1165,red,9.7,5,'Quian Cabernet Sauvignon',1,2,2,3,3
1166,1166,red,11.3,8,'Sver Doggongio Garnacha 2018',2,2,2,2,4
1167,1167,red,11.3,7,'Roch Broeched Sture 2015',2,2,2,2,4
1168,1168,red,11.0,7,'QMacBordigna 2019',2,2,1,4,2
1169,1169,red,11.6,7,'Windo 2017',1,2,2,2,4
1170,1170,red,9.0,5,'Caperi Montepulciano 2019',2,2,2,3,3
1171,1171,red,10.9,6,'Ammila Vixumano Noir 2019',4,4,2,3,3
1172,1172,red,10.9,6,'Thiaro 2018',1,1,1,2,4
1173,1173,red,10.55,6,'SEdione Reserve Cabernet Sauvignon 2020',1,1,3,2,4
1174,1174,red,9.0,5,'Fergere Ga Le Guatin 2019',2,2,2,3,3
1175,1175,red,10.5,5,'Blian Syrah 2018',2,2,1,2,4
1176,1176,red,11.9,7,'Zkfichiot Brouch Pinot Noir 2019',2,2,1,2,4
1177,1177,red,10.4,6,'HCruzia Pinot Noir 2020',1,1,2,3,3
1178,1178,red,10.0,4,'K7918',1,1,1,3,3
1179,1179,red,10.4,6,'WIllary Barolo 2019',1,2,1,3,3
1180,1180,red,10.8,6,'La Burnald Pinot Noir Mouligeyann Revet Red Blend 2',1,2,1,3,3
1181,1181,red,9.7,5,'Rosso 50 2017',1,2,2,3,3
1182,1182,red,9.7,5,'Sbarvig 2020',1,2,2,3,3
1183,1183,red,10.0,7,'O',2,2,2,3,3
1184,1184,red,11.0,4,'U',1,2,1,3,3
1185,1185,red,10.0,7,'Cabernet Sauvignon 2020',2,2,2,3,3
1186,1186,red,9.7,3,'Maperte Poigervo',2,2,2,3,3
1187,1187,red,9.7,5,'Rou 2015',3,3,2,2,4
1188,1188,red,11.1,6,'JVMonte Pinor Noir',2,2,2,3,3
1189,1189,red,11.0,5,'Rdbanna Reserva Mornebreal 2019',1,1,1,2,4
1190,1190,red,10.6,5,'Ul Grand Cla du Lad Vine Zingbed Romiobartun 2019',2,2,2,4,2
1191,1191,red,10.1,4,'Merritto del Carmen Reserve Cabernet Sauvignon Shir',1,1,1,2,4
1192,1192,red,10.6,5,'FZnkicga 2019',2,2,2,4,2
1193,1193,red,10.3,4,'Oz',2,2,1,3,3
1194,1194,red,10.7,5,'HFrinal 2019',2,2,1,2,4
1195,1195,red,10.9,4,'Moctuminale 2020',1,2,1,3,3
1196,1196,red,9.7,5,'EGUnnatha 2019',2,2,1,3,3
1197,1197,red,10.3,5,'Le Fetcnay Therly Vineyard Cabernet Sauvignan Pinot',2,2,1,3,3
1198,1198,red,10.6,5,'Pof Pinja 2015',1,1,1,2,4
1199,1199,red,11.4,5,'Wiark Berr Res Fands Gres Shiraz 2012',1,1,1,2,4
1200,1200,red,10.8,6,'Av',1,1,1,3,3
1201,1201,red,11.4,5,'VQA',1,1,1,2,4
1202,1202,red,11.95,5,'O8 Di Baysala Baroleas Vugnary Shermen Mindulgallon',1,1,1,1,5
1203,1203,red,9.7,5,'Cabernet Sauvignon 2020',2,2,2,3,3
1204,1204,red,10.0,7,'Noy The Saithneefacks Mawble dinnam Sermetheruervin',1,1,1,2,4
1205,1205,red,10.6,6,'O18',2,2,1,2,4
1206,1206,red,9.7,5,'Shict Rouge',2,2,2,3,3
1207,1207,red,11.5,6,'AbuetMerm DGThferton 2018',1,2,1,3,3
1208,1208,red,10.8,6,'Do Zinfandel 2018',1,2,1,3,3
1209,1209,red,11.5,6,'Sultino 2014',1,2,1,3,3
1210,1210,red,9.6,5,'Zminal VQA',2,2,1,2,4
1211,1211,red,9.8,5,'XQA',2,2,1,3,3
1212,1212,red,11.0,6,'Grambostiala Bucce Lagrays Pinot Noir 2015',1,1,1,3,3
1213,1213,red,11.4,6,'Chadulcuno Chiraz DoICRiamond Shirazzioglis Shiraz ',2,2,1,3,3
1214,1214,red,9.95,3,'La Brunello di Montalcino Brunello di Concentio Agl',1,2,1,3,3
1215,1215,red,10.8,6,'FThesk Prane Herit Shiraz 2020',1,2,1,3,3
1216,1216,red,11.4,6,'GRede',2,2,1,3,3
1217,1217,red,10.6,6,'Wintos 2019',2,2,2,3,3
1218,1218,red,11.1,5,'Twardo Dee Camina Riserva Cabernet Sauvignon Merret',2,2,1,2,4
1219,1219,red,9.7,6,'JYandurimas 2020',1,1,2,3,3
1220,1220,red,9.8,5,'Yraha Cuberne Vineyards Grand Cubernet Sauvignon 20',2,2,1,3,3
1221,1221,red,10.4,6,'Gles VQA',1,1,1,3,3
1222,1222,red,10.5,6,'Cabernet SauvignonShiraz 2020',1,2,1,2,4
1223,1223,red,10.6,5,'Gras Red Blend VQA',1,1,2,3,3
1224,1224,red,10.3,6,'Avbre 2018',1,1,2,3,3
1225,1225,red,10.5,5,'X Blove Contsados 2017',2,2,1,3,3
1226,1226,red,10.2,5,'Ublot 2020',1,2,1,4,2
1227,1227,red,10.3,6,'Braso 2017',1,1,2,3,3
1228,1228,red,9.05,4,'TUktBe 2019',2,2,1,3,3
1229,1229,red,10.6,5,'G',1,1,2,3,3
1230,1230,red,10.4,5,'KHSinaz 2018',2,2,2,3,3
1231,1231,red,10.0,6,'HIcne 2018',1,1,2,3,3
1232,1232,red,9.7,5,'HDu Bollint Sauviggon 2017',1,2,1,3,3
1233,1233,red,9.6,6,'Rzito 2020',1,2,2,3,3
1234,1234,red,10.8,6,'EnSuilbernat 2017',2,2,1,2,4
1235,1235,red,10.1,6,'Tento d Lo Paco DOCG',2,2,2,3,3
1236,1236,red,10.2,6,'VQA',2,2,2,3,3
1237,1237,red,11.3,6,'Derro 2021',1,2,1,3,3
1238,1238,red,10.2,5,'Dariala Frunet Shiraz 2019',1,1,1,4,2
1239,1239,red,9.9,6,'Rois Pinot Noir',2,2,2,3,3
1240,1240,red,9.0,5,'Cabernet Sauvignon VQA',2,2,2,3,3
1241,1241,red,11.7,7,'Zonband Ct16',1,2,1,3,3
1242,1242,red,9.7,6,'RWpany 2020',2,2,1,3,3
1243,1243,red,10.3,6,'Eckhis 2016',1,1,1,3,3
1244,1244,red,10.2,6,'Wonfilh Cove de Lanuman Beron Leche Chameney Tamiry',1,1,1,3,3
1245,1245,red,12.0,5,'Efionda Reserva',1,1,1,3,3
1246,1246,red,9.9,5,'Entuga 2019',2,2,2,3,3
1247,1247,red,10.9,7,'O Clos due Rossevos 2020',2,2,2,3,3
1248,1248,red,10.75,6,'Uvino 2016',1,2,2,2,4
1249,1249,red,10.4,6,'J Rigus Neiroge 2019',4,4,2,3,3
1250,1250,red,11.2,7,'Dem Sen Borolo 2018',2,2,2,3,3
1251,1251,red,10.1,6,'Jviaglo 2008',2,1,2,3,3
1252,1252,red,10.2,5,'DAgy Vineyard Millat 2019',2,2,1,3,3
1253,1253,red,12.1,5,'Caleccio Barofo 2018',1,1,1,1,5
1254,1254,red,10.4,5,'IT355',4,4,3,3,3
1255,1255,red,11.4,8,'Mmich DianacheRou 2020',2,2,2,2,4
1256,1256,red,9.5,5,'Chimasu Riserve Barbeau de Viss Rsquongel Salbde Ca',2,2,1,4,2
1257,1257,red,9.4,5,'Thele Gentresthier 2021',2,2,1,4,2
1258,1258,red,9.4,5,'FreklkPontue Cuallane Sterichesterfar 2016',2,2,1,4,2
1259,1259,red,11.0,6,'SGraicas 2018',1,2,1,3,3
1260,1260,red,10.55,7,'FellDes Silosson 2018',2,2,1,2,4
1261,1261,red,9.9,5,'NEVQ219',1,2,1,3,3
1262,1262,red,11.0,6,'Ex Reserve 2020',1,2,1,3,3
1263,1263,red,9.9,5,'Che 2016',2,2,3,3,3
1264,1264,red,9.9,5,'N35 AOCbergine Ius Graric Cabernet',2,2,3,3,3
1265,1265,red,9.9,5,'Chato Domurazo',2,2,3,3,3
1266,1266,red,10.1,5,'Q9',2,2,1,3,3
1267,1267,red,10.1,5,'VQA',2,2,1,3,3
1268,1268,red,10.1,5,'Lo di Montalcino 2018',2,2,1,3,3
1269,1269,red,10.9,6,'FEtte Riserva 2019',1,2,2,2,4
1270,1270,red,11.2,6,'GPia Das Rusil Shiar 2020',2,2,2,2,4
1271,1271,red,10.1,5,'Fbusuliana Ceris Maris 1995 KPMonza 2019',2,2,1,3,3
1272,1272,red,9.2,5,'XXVQA',2,2,2,3,3
1273,1273,red,11.5,6,'Pinaja',1,1,1,2,4
1274,1274,red,9.5,5,'Ygeux Armerozaso 2020',2,2,3,3,3
1275,1275,red,12.5,6,'Unchi Tint Th Hernors Mordot 2018',1,1,1,2,4
1276,1276,red,11.8,6,'Cache 2022',2,2,2,2,4
1277,1277,red,10.8,6,'Kd',2,2,2,2,4
1278,1278,red,11.3,5,'Zfill 2018',1,1,1,2,4
1279,1279,red,11.9,6,'Syrah',2,2,1,3,3
1280,1280,red,11.3,5,'Zierric',1,1,1,2,4
1281,1281,red,11.9,5,'Gre De Red Blend 2018',1,1,1,3,3
1282,1282,red,9.8,5,'Mnot 2019',1,1,2,3,3
1283,1283,red,11.6,7,'Gred Fines Callebreer 2018',2,2,2,3,3
1284,1284,red,11.5,6,'Dons on Bedots Baco Malbec 2019',2,2,2,3,3
1285,1285,red,11.4,6,'L Agne Boronda ShirazMosmogeC192',2,2,3,3,3
1286,1286,red,10.9,6,'XIProid',1,1,1,2,4
1287,1287,red,12.8,6,'FArustiago 2018',2,2,3,2,4
1288,1288,red,11.6,6,'Jes MontepultSaini Pinot Noir 2019',1,1,2,2,4
1289,1289,red,11.6,6,'KRquis Sheraz KPM',1,1,1,2,4
1290,1290,red,11.0,6,'Labernet Sauvignon Merlot',1,1,2,3,3
1291,1291,red,9.5,6,'Souvigernoph Pemite Vionoss Shiraz 2014',1,2,2,3,3
1292,1292,red,10.5,5,'Elad VQA',1,1,2,3,3
1293,1293,red,11.2,6,'Kige Clos Seirez Sauvignon 2020',1,1,2,3,3
1294,1294,red,11.0,6,'Dir Amarone 1er Cru 2017',1,1,2,3,3
1295,1295,red,10.2,5,'Sarvignon KPM 2021',1,1,1,3,3
1296,1296,red,11.0,6,'La Fieliempeur Dupestom Syrah 2017',1,1,2,4,2
1297,1297,white,8.8,6,'TAqdo Baut Poilesskes 2019',2,2,3,5,1
1298,1298,white,9.5,6,'TGragu',2,2,1,3,3
1299,1299,white,10.1,6,'ZBrot Riesling Tyerne Csardonnay 2020',3,3,2,3,3
1300,1300,white,9.9,6,'Lx Rostint Mermet Chardonnay 2015',2,2,2,3,3
1301,1301,white,9.9,6,'Blanin Blanc 2022',2,2,2,3,3
1302,1302,white,10.1,6,'Iwfencton 2019',3,3,2,3,3
1303,1303,white,9.6,6,'A7 Ax Thiardo Viney 2017',1,2,1,3,3
1304,1304,white,8.8,6,'Tlillo Playand Brut DoParige Priescion Nocortel 201',2,2,3,5,1
1305,1305,white,9.5,6,'Loc Prochack Chardonnay 2018',2,2,1,3,3
1306,1306,white,11.0,6,'Incater Vido Rer Rees Day 2017',3,3,2,2,4
1307,1307,white,12.0,5,'N8 Lative AubZanter Vatie 2023',3,3,1,2,4
1308,1308,white,9.7,5,'Gwino Muserg Gronde VQA',3,3,2,3,3
1309,1309,white,10.8,5,'O0dO Claudonnayrics Hinerardo DOC',2,3,1,2,4
1310,1310,white,12.4,7,'Grasice',2,2,2,1,5
1311,1311,white,11.4,7,'Zwhilles Galnen Rose Creswint',2,2,2,2,4
1312,1312,white,12.8,8,'Ute Orgen Ctardonnay 2021',2,2,2,1,5
1313,1313,white,11.3,6,'X0202',2,2,2,2,4
1314,1314,white,9.5,5,'TXZqut VQA',1,2,1,3,3
1315,1315,white,12.8,8,'IRWhits Riedling 2008',2,2,2,1,5
1316,1316,white,11.0,7,'Nost Chardonnay 2022',2,2,2,2,4
1317,1317,white,10.5,8,'Q618',2,2,2,2,4
1318,1318,white,10.0,6,'Fiss Pinos Grigio 2021',2,2,1,3,3
1319,1319,white,10.4,6,'P5 Moumbons Ros whitewsteereaux 2018',2,2,2,3,3
1320,1320,white,10.0,6,'Rne Periltitu Spanklingo Chardonnay Blang Pencok Br',2,2,1,2,4
1321,1321,white,10.5,6,'Dev Riesling 2018',2,2,2,3,3
1322,1322,white,11.6,6,'F Sebres Viney deerte Riesling VQA',2,2,2,2,4
1323,1323,white,12.3,7,'Roufs Teancerda Moshalt 2017',2,2,2,1,5
1324,1324,white,10.0,6,'J20',3,3,2,4,2
1325,1325,white,10.2,6,'Zperhaut 2016',3,3,1,2,4
1326,1326,white,10.8,6,'KHHarks Biklon Prus 2039',2,2,2,2,4
1327,1327,white,9.0,6,'ID14',2,2,2,3,3
1328,1328,white,10.2,5,'Rure Extra 2022',1,2,1,4,2
1329,1329,white,10.0,5,'Fperdenerzaude Chablissener Cop whitewhtem Fieslieg',2,2,1,3,3
1330,1330,white,11.2,6,'Omisb Riesling',2,2,2,2,4
