name,type
Castello di Ama Vigneto Bellavista Gran Selezione Chianti Classico 2011,red-wine
Castello di Ama Vigneto Bellavista Gran Selezione Chianti Classico 2018,red-wine
Castello di Ama Vigneto La Casuccia Gran Selezione Chianti Classico 2006,red-wine
Castello di Ama Vigneto La Casuccia Gran Selezione Chianti Classico 2018,red-wine
Castello di Bolgheri 2019,red-wine
Castello di Bossi Berardo Riserva Chianti Classico 2019,red-wine
Castello di Bossi C Berardenga Chianti Classico 2020,red-wine
Castello di Cacchiano Vin Santo del Chianti Classico 2004,red-wine
Castello di Gabbiano Chianti Classico DOCG,red-wine
Castello di Neive Barbaresco,red-wine
Castello di Neive Santo Stefano Albesani Barbaresco 2019,red-wine
Castello di Querceto Chianti Classico 2020,red-wine
Castello di Querceto La Corte Gran Selezione Chianti Classico 2019,red-wine
Castello Di Radda Chianti Classico Riserva 2016,red-wine
Castello di Radda Vigna II Corno Gran Selezione Chianti Classico 2016,red-wine
Castello di Radda Vigna Il Corno Gran Selezione Chianti Classico 2015,red-wine
Castello di Volpaia Coltassala Gran Selezione Chianti Classico 2019,red-wine
Castello di Volpaia Il Puro Gran Selezione Chianti Classico 2017,red-wine
Castello di Volpaia Riserva Chianti Classico 2019,red-wine
Castello Fonterutoli Gran Selezione Chianti Classico 2019,red-wine
Castello Romitorio Brunello Di Montalcino DOCG 2018,red-wine
Castello Romitorio Filo di Seta Brunello di Montalcino 2017,red-wine
Castello Romitorio Filo di Seta Brunello di Montalcino 2018,red-wine
Castello Romitorio Filo di Seta Brunello di Montalcino Riserva 2016,red-wine
Castello Romitorio Riserva Brunello di Montalcino 2015,red-wine
Castelvecchio Il Brecciolino 2016,red-wine
Castiglioni Giramonte 2006,red-wine
Castiglioni Giramonte 2011,red-wine
Castillo de Almansa Reserva,red-wine
Castillo De Almansa Reserva Almansa DO,red-wine
Castillo de Monseran Garnacha Carinena DO,red-wine
Catedral Reserva Dao,red-wine
Catena Alta Historic Rows Malbec 2020,red-wine
Catena Appellation Agrelo Cabernet Sauvignon 2020,red-wine
Catena Cabernet Sauvignon,red-wine
Catena Malbec,red-wine
Catena Paraje Altamira Malbec 2021,red-wine
Cathedral Cellar Cabernet Sauvignon,red-wine
Cathedral Cellar Shiraz 2019,red-wine
CAVA CHRISOHOOU XINOMAVRO MERLOT PGI IMATHIA 2012,red-wine
Cavalier Pepe Terra del Varo Irpinia Aglianico 2017,red-wine
Cavaliere DOro Riserva Chianti Classico 2018,red-wine
Cave De Lugny Bourgogne Pinot Noir AOC,red-wine
Cave de Roquebrun La Grange des Combes SaintChinianRoquebrun 2020,red-wine
Cave de Tain Esprit de Granit SaintJoseph 2019,red-wine
Cave de Tain Hritiers Gambert Nobles Rives CrozesHermitage 2021,red-wine
Cave de Tain Les Hauts du Fief CrozesHermitage 2017,red-wine
Cave de Tain Nobles Rives Hermitage 2017,red-wine
Cave des Vignerons de Buxy Buissonnier Bourgogne Pinot Noir,red-wine
Cave du Chteau de Chnas Coeur de Granit 2022,red-wine
Cave du Chteau de Chnas Coeur de Granit MoulinVent 2020,red-wine
Cave Spring Estate Grown Cabernet Franc 2021,red-wine
Cave Spring Gamay VQA,red-wine
Cave Spring Pinot Noir,red-wine
Cavino Nemea Agiorgitiko 2020,red-wine
Cavino Nemea Grande Reserve 2014,red-wine
Cavino Nemea Reserve 2018,red-wine
Caymus Cabernet Sauvignon,red-wine
Caymus Cabernet Sauvignon 2021,red-wine
Caymus Special Selection Cabernet Sauvignon 2018,red-wine
Caymus Zinfandel 2020,red-wine
CaymusSuisun Grand Durif 2019,red-wine
CaymusSuisun Grand Durif 2020,red-wine
CaymusSuisun The Walking Fool Red Blend 2021,red-wine
Cecchi Chianti DOCG,red-wine
Cecchi La Campana Montefalco Sagrantino 2015,red-wine
Cecchi Storia Di Famiglia Chianti Classico,red-wine
Ceci Otello Lambrusco,red-wine
Celeste Crianza 2019,red-wine
Cellier Des Dauphins Prestige Red CdRhone,red-wine
Cellier des Dauphins Rserve 2019,red-wine
Cellier des Dauphins Vinsobres 2019,red-wine
Cellier Du Chateau De La Chaume Beaujolais,red-wine
Center of Effort Pinot Noir 2018,red-wine
Centopassi Cimento di Perricone DOC 2019,red-wine
Cerro Aon Reserva 2018,red-wine
Cervantes MMXIX Blacktail Proprietary Red Blend 2018,red-wine
Cervantes MMXIX Cabernet Sauvignon 2018,red-wine
Cesari Amarone Della Valpolicella Classico DOC,red-wine
Cesari Bosan Ripasso Valpolicella Superiore 2018,red-wine
Cesari Mara Valpolicella Ripasso Superiore DOC,red-wine
Cesari Valpolicella DOC Essere,red-wine
Ch Cone Taillasson Blaye Cotes De Bordeaux,red-wine
Chakana Finca Los Cedros Organic Malbec 2020,red-wine
Chamisal Edna Valley Pinot Noir 2019,red-wine
Chamisal Morrito Pinot Noir 2019,red-wine
Chamisal San Luis Obispo Pinot Noir 2021,red-wine
Chandon de Briailles CortonBressandes Grand Cru 2017,red-wine
Chandon de Briailles SavignyLesBeaune 1er Cru Les Lavieres 2019,red-wine
Chanson Monthlie Le Clos Gauthey 1er Cru 2020,red-wine
Chanson Pre  Fils CharmesChambertin Grand Cru 2008,red-wine
Chapel Hill The Parson Cabernet Sauvignon 2021,red-wine
Chapelle de la Mission HautBrion 2010,red-wine
Chapillon Siendra 2019,red-wine
Charles  Charles Bolt Cabernet Sauvignon 2020,red-wine
Charles Krug Vintage Selection Cabernet Sauvignon 2017,red-wine
Chartron et Trebuchet Santenay 2018,red-wine
Chateau Chizay Red Blend Semi Sweet Vegan KP 2021,red-wine
Chateau De Courteillac Bordeaux AOC,red-wine
Chateau de la Terriere Moulin A Vent Cuvee De La Lure 2020,red-wine
Chateau de la Terriere Vin Sauvage a Poil Rouge 2020,red-wine
Chateau de Melin Maranges 1er Cru Clos Roussots 2019,red-wine
Chateau Des Places Graves 2018 KP,red-wine
Chateau du Grand Barrail KPM 2021,red-wine
Chateau Haut Balastard Bordeaux,red-wine
Chateau Julia Agiorgitiko 2021,red-wine
Chateau La Couspaude St Emilion Grand Cru 2016,red-wine
Chateau La Tuiliere Tradition Cotes de Bourg 2020 KP,red-wine
Chateau Lagrange Bordeaux Superior 2018 KP,red-wine
Chateau Le Clos Du Merle Rouge Cotes de Bourg KP 2020,red-wine
Chateau Les Carrieres Montagne Saint Emillon AOC 2020,red-wine
Chateau Les RiganesBordeaux KPM 2021,red-wine
Chateau Pavillon LHermitage 2018,red-wine
Chateau Perron Lalande De Pomerol AOC 2019,red-wine
Chateau Puyfromage Francs Cotes De Bordeaux AOC,red-wine
Chateau SaintGermain Bordeaux Superieur AOC,red-wine
Chateau St Jean Cabernet Sauvignon 2020,red-wine
Chateau St Jean Cinq Cpages 2017,red-wine
Chateau Ste Michelle Cabernet Sauvignon 2019,red-wine
Chateau Ste Michelle Canoe Ridge Merlot 2018,red-wine
Chateau Ste Michelle Cold Creek Vineyard Cabernet Sauvignon 2019,red-wine
Chateau Ste Michelle Indian Wells Cabernet Sauvignon 2020,red-wine
Chateau Ste Michelle Syrah 2019,red-wine
Chateau Tanunda Grand Barossa Shiraz 2021,red-wine
Chateau Timberlay Bordeaux Superieur AOC,red-wine
Chteau Anglus 2009,red-wine
Chteau Argadens Bordeaux Suprieur,red-wine
Chteau Arnauld HautMdoc 2018,red-wine
Chteau Ausone 2008,red-wine
Chteau Ausone 2017,red-wine
Chteau Ausone 2018,red-wine
Chteau Bahans HautBrion 2000,red-wine
Chteau BlairMonange 2017,red-wine
Chteau Beaumont 2019,red-wine
Chteau Beausejour DuffauLagarosse,red-wine
Chteau BelairCoubet 2019,red-wine
Chteau BellefontBelcier 2018,red-wine
Chteau Bellevue Figeac 2018,red-wine
Chteau Bellevue La Fort Original 2020,red-wine
Chteau Bernateau 2016,red-wine
Chteau Bourdieu No1 2019,red-wine
Chteau Bournac 2015,red-wine
Chteau Bouscass 2017,red-wine
Chteau Boutisse 2018,red-wine
Chteau BranaireDucru 2005,red-wine
Chteau BranaireDucru 2010,red-wine
Chteau BranaireDucru 2014,red-wine
Chteau BranaireDucru 2015,red-wine
Chteau Branas Grand Poujeaux 2019,red-wine
Chteau BraneCantenac 2009,red-wine
Chteau BraneCantenac 2010,red-wine
Chteau CalonSgur 1996,red-wine
Chteau Canon 2006,red-wine
Chteau Canon 2009,red-wine
Chteau Canon 2015,red-wine
Chteau Canon 2018,red-wine
Chteau CanonlaGaffelire 2020,red-wine
Chteau Cantemerle 2016,red-wine
Chteau Cantenac Brown 2014,red-wine
Chteau Cantenac Brown 2016,red-wine
Chteau CantenacBrown 2018,red-wine
Chteau Capion Le Songe docne 2016,red-wine
Chteau Capitoul Grand Terroir 2020,red-wine
Chteau Carbonnieux 2016,red-wine
Chteau Castagnac 2020,red-wine
Chteau Certan de May 2015,red-wine
Chteau CheminRoyal 2016,red-wine
Chteau Cheval Blanc 2017,red-wine
Chteau Clarke 2016,red-wine
Chteau Clinet 2017,red-wine
Chteau Clos de Sarpe 2006,red-wine
Chteau Clos de Sarpe 2015,red-wine
Chteau Clou du Pin 2020,red-wine
Chteau Corbin 2020,red-wine
Chteau CossieuCoutelin 2016,red-wine
Chteau CroizetBages 2016,red-wine
Chteau dAgassac 2008,red-wine
Chteau dAgassac 2010,red-wine
Chteau dIssan 2015,red-wine
Chteau da Chamirey Cuve Hors Ligne Mercurey 2019,red-wine
Chteau Dassault 2016,red-wine
Chteau de Beaucastel ChteauneufduPape,red-wine
Chteau de Beaucastel ChteauneufduPape 2020,red-wine
Chteau de Belcier 2009,red-wine
Chteau de Camensac 2000,red-wine
Chteau de Camensac 2009,red-wine
Chteau de Chamirey Clos lvque Mercurey 1er Cru 2019,red-wine
Chteau de Corneilla Pur Sang 2020,red-wine
Chteau de Ferrand 2018,red-wine
Chteau de Fieuzal Rouge 2018,red-wine
Chteau de Francs Les Cerisiers 2020,red-wine
Chteau de Gaudou Renaissance Cahors 2015,red-wine
Chteau de Gourgazaud Cuve Morgane Minervois 2020,red-wine
Chteau de La Chaize Brlhier Lieudit 2020,red-wine
Chteau de La Chaize Brouilly lieudit La Chaize,red-wine
Chteau de la Huste 2010,red-wine
Chteau de la Terrire Cuve Jules du Souzy Brouilly 2020,red-wine
Chteau de la Terrire Pinot Noir Sauvage 2018,red-wine
Chteau de Marsan 2019,red-wine
Chteau de Montfaucon 2019,red-wine
Chteau de Montfaucon Baron Louis Lirac 2018,red-wine
Chteau de Nages Hritage Costires de Nmes 2020,red-wine
Chteau de Nages JT 2020,red-wine
Chteau de Nages VOX 2019,red-wine
Chteau de Pez 2018,red-wine
Chteau de Ribebon 2019,red-wine
Chteau de Sales 1996,red-wine
Chteau de Sales 2021,red-wine
Chteau de Sgure Vieilles Vignes Fitou 2021,red-wine
Chteau de Tours Brouilly Combiaty 2020,red-wine
Chteau de Trviac Corbires 2020,red-wine
Chteau des Charmes Cabernet Sauvignon VQA,red-wine
Chteau des Charmes CabernetMerlot VQA,red-wine
Chteau des Charmes Cuve Michle Pinot Noir VQA,red-wine
Chteau des Charmes Gamay Noir VQA,red-wine
Chteau des Gimarets MoulinVent 2018,red-wine
Chteau des Landes Cuve Prestige 2015,red-wine
Chteau des Laurets Baron 2016,red-wine
Chteau des Places 2020,red-wine
Chteau des Tours Brouilly 2020,red-wine
Chteau Deyrem Valentin 2016,red-wine
Chteau Deyrem Valentin 2018,red-wine
Chteau du Grand Caumont Cuve Tradition Corbires 2020,red-wine
Chteau du Tertre 2016,red-wine
Chteau DuhartMilon 2010,red-wine
Chteau Faugres 2018,red-wine
Chteau Faugres 2019,red-wine
Chteau Fleur Cardinale 2020,red-wine
Chteau Fonraud 2019,red-wine
Chteau Gmeillan 2014,red-wine
Chteau Gemeillan 2014,red-wine
Chteau Giscours 2016,red-wine
Chteau Giscours 2018,red-wine
Chteau Gloria 2015,red-wine
Chteau Gloria 2016,red-wine
Chteau Gloria 2018,red-wine
Chteau Grand Escalion 2020,red-wine
Chteau GrandPuyLacoste 2012,red-wine
Chteau Guillot Clauzel 2018,red-wine
Chteau Guillou 2020,red-wine
Chteau Hauchat 2019,red-wine
Chteau Haut Condissas Prestige 2019,red-wine
Chteau HautBages Libral 2009,red-wine
Chteau HautBages Libral 2015,red-wine
Chteau HautBailly 2018,red-wine
Chteau HautBailly 2019,red-wine
Chteau HautBergey 2016,red-wine
Chteau HautBrion 1995,red-wine
Chteau HautBrion 2005,red-wine
Chteau HautBrion 2009,red-wine
Chteau HautBrion 2016,red-wine
Chteau HautBrion 2017,red-wine
Chteau HautBrion 2018,red-wine
Chteau HautSimard 2016,red-wine
Chteau HautVeyrac 2018,red-wine
Chteau HervLaroque 2018,red-wine
Chteau Hyot 2020,red-wine
Chteau Joinin 2020,red-wine
Chteau Ksara Rserve du Couvent 2020,red-wine
Chteau lgliseClinet 2017,red-wine
Chteau lvangile 2017,red-wine
Chteau LEsparrou Prestige 2020,red-wine
Chteau LHospitalet Grand Vin 2020,red-wine
Chteau La Caminade MalbecMerlot 2020,red-wine
Chteau La Commanderie 2019,red-wine
Chteau La Croix de Queynac 2020,red-wine
Chteau La Fleur de Board 2016,red-wine
Chteau La Gaffelire 2016,red-wine
Chteau La Garde 2015,red-wine
Chteau La Garricq 2014,red-wine
Chteau La Gorce 2018,red-wine
Chteau La Mission HautBrion 1996,red-wine
Chteau La Mission HautBrion 1998,red-wine
Chteau La Mission HautBrion 2016,red-wine
Chteau La Mission HautBrion 2017,red-wine
Chteau la Mondotte 2006,red-wine
Chteau La Mondotte 2016,red-wine
Chteau La Mondotte 2018,red-wine
Chteau La Naude KP 2021,red-wine
Chteau La Nerthe ChteauneufduPape 2020,red-wine
Chteau La Nerthe Cuve des Cadettes ChteauneufduPape 2019,red-wine
Chteau Lafite Rothschild 2003,red-wine
Chteau Lafite Rothschild 2006,red-wine
Chteau LafonRochet 2015,red-wine
Chteau LafonRochet 2016,red-wine
Chteau Lagrange 2005,red-wine
Chteau Langlais 2018,red-wine
Chteau Langoa Barton 2009,red-wine
Chteau Langoa Barton 2010,red-wine
Chteau Langoa Barton 2015,red-wine
Chteau Laroze 2016,red-wine
Chteau Lascombes 2010,red-wine
Chteau Latour 2000,red-wine
Chteau Latour 2006,red-wine
Chteau Latour 2014,red-wine
Chteau Laval 2021,red-wine
Chteau Loville Barton 2019,red-wine
Chteau Loville Las Cases 2005,red-wine
Chteau Loville Las Cases 2010,red-wine
Chteau Loville Poyferr 2019,red-wine
Chteau Le Bourdieu 2016,red-wine
Chteau Le Grand Retour Plan de Dieu Ctes du RhneVillages 2020,red-wine
Chteau le Temple 2016,red-wine
Chteau Les Carmes HautBrion 2019,red-wine
Chteau Les Ormes 2015,red-wine
Chteau Les Ormes de Pez 2009,red-wine
Chteau Les Remparts de BelAir KPM 2020,red-wine
Chteau LynchBages 2005,red-wine
Chteau LynchMoussas 2010,red-wine
Chteau Magnol 2018,red-wine
Chteau Malescot SaintExupry 2018,red-wine
Chteau Malescot St Exupry 2019,red-wine
Chteau Mangot Todeschini 2015,red-wine
Chteau Margaux 1983,red-wine
Chteau Margaux 1986,red-wine
Chteau Margaux 1988,red-wine
Chteau Margaux 1989,red-wine
Chteau Margaux 1995,red-wine
Chteau Margaux 1996,red-wine
Chteau Margaux 2000,red-wine
Chteau Margaux 2001,red-wine
Chteau Margaux 2008,red-wine
Chteau Margaux 2010,red-wine
Chteau Marquis de Terme 2018,red-wine
Chteau Maucamps 2006,red-wine
Chteau Maucoil Privilge ChteauneufduPape 2020,red-wine
Chteau Mauvesin Barton 2019,red-wine
Chteau MayneVieil 2019,red-wine
Chteau MontRedon Le Plateau ChteauneufduPape 2016,red-wine
Chteau Montfollet Vieilles Vignes 2018,red-wine
Chteau Montrose 1996,red-wine
Chteau Mouton Rothschild 2005,red-wine
Chteau Ormes de Pez 2019,red-wine
Chteau Pape Clment 2015,red-wine
Chteau Pavillon Beauregard 2019,red-wine
Chteau Pdesclaux 2016,red-wine
Chteau Pesqui Ascensio 2018,red-wine
Chteau PetitSerin 2020,red-wine
Chteau Pey La Tour Rserve du Chteau 2018,red-wine
Chteau Peyros Hritage TannatCabernet Franc 2019,red-wine
Chteau Phlan Sgur 2015,red-wine
Chteau PhlanSgur 2014,red-wine
Chteau Philippe le Hardi Vieilles Vignes Mercurey 2020,red-wine
Chteau Pierre de Montignac 2020,red-wine
Chteau Pineraie Cahors Malbec 2021,red-wine
Chteau Pipeau Saintmilion Grand Cru,red-wine
Chteau PomiesAgassac 2009,red-wine
Chteau Potensac 2008,red-wine
Chteau Potensac 2018,red-wine
Chteau Quintus 2015,red-wine
Chteau RauzanSgla 2010,red-wine
Chteau RauzanSgla 2015,red-wine
Chteau Ripeau 2016,red-wine
Chteau Rombeau Elise Vieilles Vignes 2019,red-wine
Chteau Rouget 2018,red-wine
Chteau SaintAntoine Rserve du Chteau 2020,red-wine
Chteau SaintNicolas 1998,red-wine
Chteau SaintPierre 2016,red-wine
Chteau SaintRoch Chimres GrenacheCarignanSyrah 2020,red-wine
Chteau Sansonnet 2019,red-wine
Chteau Smith Haut Lafitte 2014,red-wine
Chteau Smith Haut Lafitte 2016,red-wine
Chteau SociandoMallet 2020,red-wine
Chteau Tanesse 2018,red-wine
Chteau Tanunda 100YearOld Vines Shiraz 2016,red-wine
Chteau Tanunda 50YearOld Vines Cabernet Sauvignon 2017,red-wine
Chteau Tanunda 50YearOld Vines Shiraz 2018,red-wine
Chteau Tanunda Grand Barossa Cabernet Sauvignon 2021,red-wine
Chteau Tanunda Terroirs of the Barossa Ebenezer District Shiraz 2018,red-wine
Chteau Tanunda The Chteau Single Vineyard Shiraz 2019,red-wine
Chteau Tanunda Year of the Dragon Grand Barossa Limited Reserve Shiraz 2022,red-wine
Chteau Tanunda Year of the Rabbit Grand Barossa Limited Reserve Shiraz 2021,red-wine
Chteau Terrasson Cuve Prvenche 2016,red-wine
Chteau Teynac 2016,red-wine
Chteau Teyssier,red-wine
Chteau Teyssier 2018,red-wine
Chteau Tour de Sarrail 2012,red-wine
Chteau Troplong Mondot 2009,red-wine
Chteau Troplong Mondot 2010,red-wine
Chteau Troplong Mondot 2018,red-wine
Chteau Vincens Origine Malbec 2019,red-wine
Chteau Vincens Prestige MalbecMerlot 2019,red-wine
Chteaux Vieux Chevrol 2019,red-wine
Cheval des Andes 2019,red-wine
ChevalQuancard Rserve MerlotCabernet Sauvignon 2020,red-wine
Chevalier Valette Lalande De Pomerol AOC 2020,red-wine
Chilcas Las Almas 2018,red-wine
Chilensis Single Block Garnacha 2018,red-wine
Chimney Rock Cabernet Sauvignon 2019,red-wine
Chiroubles Les Genets Gamay Organic 2021,red-wine
Chocalan Guillermo 2018,red-wine
Chombart  Speck Cave Mystre Merlot 2020,red-wine
Chris Ringland Hoffman Vineyard Shiraz,red-wine
CHRISOHOOU GOLD SELECTION XINOMAVRO PDO NAOUSSA 2017,red-wine
CHRISOHOOU XINOMAVRO PDO NAOUSSA 2019,red-wine
Christophe Coquard Les 38 Villages BeaujolaisVillages Gamay 2020,red-wine
Christopher Michael Northwest Winemakers Pinot Noir 2022,red-wine
Chronic Cellars Purple Paradise Red Blend 2020,red-wine
Ciao Sangiovese Organic Terra De Chieti IGP,red-wine
Cigar Box Old Vine Cabernet Sauvignon,red-wine
Cigar Box Pinot Noir,red-wine
Ciliegio Armando Gianolli Riserva Amarone della Valpolicella 2015,red-wine
Cimal Tempranillo 2019,red-wine
Circum Montepulciano dAbruzzo 2019,red-wine
Cistus Red Blend,red-wine
Citra Montepulciano DAbruzzo DOC,red-wine
CK Mondavi Cabernet Sauvignon,red-wine
Clarence Dillon Clarendelle 2016,red-wine
Clarence Hill McLaren Vale Shiraz 2020,red-wine
Claymore Youll Never Walk Alone GrenacheShirazMataro 2018,red-wine
Cliff 79 Cabernet Shiraz,red-wine
Cliff Lede Cabernet Sauvignon 2018,red-wine
Cliff Lede High Fidelity 2017,red-wine
Cliff Lede Stags Leap District Cabernet Sauvignon 2019,red-wine
Clonakilla ShirazViognier 2017,red-wine
Clonakilla ShirazViognier 2018,red-wine
Clos Apalta 2019,red-wine
Clos Apalta Le Petit Clos 2019,red-wine
Clos de lOratoire 2014,red-wine
Clos de los Siete 2019,red-wine
Clos de Tafall 2020,red-wine
Clos Des Fous Pour Ma Gueule Itata 2019,red-wine
Clos du Soleil Signature 2015,red-wine
Clos Dubreuil 2015,red-wine
Clos Fourtet 2018,red-wine
Clos Henri Petit Clos Pinot Noir 2019,red-wine
Clos LEglise 2018,red-wine
Clos LaChance Estate Cabernet Sauvignon 2020,red-wine
Clos LaChance Reserve Cabernet Sauvignon 2020,red-wine
Clos Troteligotte Kor Malbec 2019,red-wine
Closson Chase Churchside Pinot Noir 2021,red-wine
Closson Chase Vineyard Pinot Noir 2021,red-wine
Cloudline Pinot Noir 2021,red-wine
Cloudsley Cellars Twenty Mile Bench Pinot Noir 2019,red-wine
Coffin Ridge Back From the Dead Red,red-wine
Col dOrcia Brunello di Montalcino Magnum 1995,red-wine
Col dOrcia Brunello di Montalcino Magnum 1999,red-wine
Col dOrcia Brunello di Montalcino 2018,red-wine
Col dOrcia Olmaia SantAntimo Cabernet 2015,red-wine
Col dOrcia Poggio al Vento Riserva Brunello di Montalcino Magnum 1990,red-wine
Col dOrcia Poggio al Vento Riserva Brunello di Montalcino Magnum 2001,red-wine
Col dOrcia Poggio al Vento Riserva Brunello di Montalcino Magnum 2004,red-wine
Col dOrcia Poggio al Vento Riserva Brunello di Montalcino Magnum 2008,red-wine
Col dOrcia Poggio al Vento Riserva Brunello di Montalcino 2015,red-wine
Colab and Bloom McLaren Vale ShirazCabernet Sauvignon 2020,red-wine
Colab and Bloom Shiraz 2019,red-wine
Colchester Ridge CREW Cabernet Sauvignon 2019,red-wine
Colchester Ridge CREW Meritage 2020,red-wine
Colio Reserve Merlot 2020,red-wine
Collavini Pucino Refosco dal Peduncolo Rosso 2020,red-wine
Collavini Villa Canlungo Cabernet Sauvignon,red-wine
Collina Serragrilli Serraia Barbera dAlba 2020,red-wine
Collosorbo Brunello di Montalcino 2017,red-wine
Columbia Crest Grand Estates Cabernet Sauvignon 2019,red-wine
Columbia Crest H3 Cabernet Sauvignon,red-wine
Columbia Crest H3 Merlot 2019,red-wine
Commisso Red VQA,red-wine
Companhia das Quintas Uniqo Grande Reserva 2014,red-wine
Companhia das Quintas Uniqo Reserva 2014,red-wine
Concha y Toro Casillero del Diablo Reserva Especial Cabernet Sauvignon 2021,red-wine
Concha Y Toro Frontera Cabernet Sauvignon,red-wine
Concha Y Toro Frontera Shiraz Cabernet Sauvignon,red-wine
Concha y Toro Gravas del Maipo Syrah 2019,red-wine
Concha y Toro Marqus de Casa Concha Heritage 2021,red-wine
Concha y Toro Marques de Casa Concha Cabernet Sauvignon,red-wine
Concha y Toro Winemakers Lot 148 Carmenre,red-wine
Conde de Los Andes 2004,red-wine
Confidencial Reserva,red-wine
Cono Sur 20 Barrels Syrah Limari Valley 2018,red-wine
Cono Sur Bicicleta Cabernet Sauvignon,red-wine
Cono Sur Bicicleta Pinot Noir,red-wine
Cono Sur Cabernet Sauvignon Carmenre Syrah Organic,red-wine
Cono Sur Ocio Pinot Noir 2019,red-wine
Cono Sur Pinot Noir Organic,red-wine
Cono Sur Single Vineyard 8 Grapes 2019,red-wine
Continuum 2019,red-wine
Conundrum Red,red-wine
Coopers Hawk Cabernet Franc VQA,red-wine
Coopers Hawk Vineyards Hawkeye VQA,red-wine
Copa Pas 2019,red-wine
Coppola Diamond Collection Cabernet Sauvignon 2020,red-wine
Corcelettes Estate Mico Lot Series Syrah 2018,red-wine
Corino Barolo Giachini DOCG 2017,red-wine
Corino Barolo Riserva 2015,red-wine
Coriole Estate Grown Shiraz 2020,red-wine
Coriole Lloyd Reserve Shiraz 2020,red-wine
Cornerfield CabernetMerlot 2018,red-wine
Cornerfield Power  Grace VQA,red-wine
Corryton Burge Shiraz 2018,red-wine
Corte Majoli Ripasso Valpolicella Superiore 2020,red-wine
Corte Medicea Cletus 2019,red-wine
Corte Scaletta Amarone della Valpolicella DOCG 2015,red-wine
Cortonesi La Mannella Brunello di Montalcino 2017,red-wine
Cortonesi La Mannella Riserva Brunello di Montalcino 2016,red-wine
Cortonesi Poggiarelli Brunello di Montalcino 2017,red-wine
Costa Lazaridi Amethystos Red 2020,red-wine
Costanti Brunello di Montalcino 2017,red-wine
Cotarella Sodale Merlot 2018,red-wine
Coteaux Bourguignons Rouge,red-wine
Coudoulet de Beaucastel Ctes du Rhne 2020,red-wine
CoulyDutheil Clos De LEcho Chinon Cabernet Franc AOC 2018,red-wine
Courtney Benham Cabernet Sauvignon 2020,red-wine
Courtney Benham California Terroir Series Cabernet Sauvignon 2020,red-wine
Courtney Benham Mlange du Baum Mount Veeder Cabernet Sauvignon 2020,red-wine
Courtney Benham Oakville Cabernet Sauvignon 2020,red-wine
Courtney Benham Stags Leap District Cabernet Sauvignon 2020,red-wine
Courtois La Grange Vinsobres 2018,red-wine
Courtois La Source Ctes du Rhne 2021,red-wine
Coutada Velha Signature Red 2020,red-wine
Craggy Range Gimblett Gravels Vineyard Syrah 2020,red-wine
Creekside Cabernet Merlot VQA,red-wine
Creekside Iconoclast Syrah 2020,red-wine
Creekside Lauras Red 2018,red-wine
Creekside Red Tractor Cabernet Franc 2017,red-wine
Creekside Red Tractor CabernetMerlot 2020,red-wine
Creekside Syrah VQA,red-wine
Cremaschi Furlotti Gran Reserva Merlot Loncomilla 2018,red-wine
Cremaschi Furlotti Gran Reserva Syrah Loncomilla 2018,red-wine
CREW Barrelmans Blend Vqa,red-wine
CREW Cabernet Franc 2019,red-wine
CREW Grand Crew 2018,red-wine
CREW Merlot 2019,red-wine
Crossbarn Napa Valley Cabernet Sauvignon 2019,red-wine
Crossbarn Pinot Noir 2019,red-wine
Crown Point Cabernet Sauvignon 2017,red-wine
Crown Point Estate Selection 2017,red-wine
Crown Point Reserve Cabernet Sauvignon 2018,red-wine
Cuddy by Tawse CabernetMerlot 2020,red-wine
Culmina Hypothesis Red Blend 2017,red-wine
Cune Crianza 2018,red-wine
Cusumano Alta Mora Guardiola Etna 2017,red-wine
Cusumano Merlot,red-wine
Cusumano Nero DAvola Sicilia DOC,red-wine
Cusumano No 2017,red-wine
Cuve Benkovac 2021,red-wine
Cuvee des Fontenelles Cotes de Bordeaux 2020,red-wine
dArenberg The Coppermine Road Cabernet Sauvignon 2011,red-wine
dArenberg The Coppermine Road Cabernet Sauvignon 2013,red-wine
dArenberg The Coppermine Road Cabernet Sauvignon 2014,red-wine
dArenberg The Coppermine Road Cabernet Sauvignon 2018,red-wine
dArenberg The Dead Arm Shiraz 2018,red-wine
dArenberg The Ironstone Pressings GSM 2009,red-wine
dArenberg The Stump Jump GrenacheShirazMourvdre,red-wine
DOnt Poke the Bear Baco Noir Cabernet VQA,red-wine
DOnt Poke The Bear Big Baco VQA,red-wine
DOnt Poke The Bear Cabernet Baco Noir VQA,red-wine
Dal Forno Romano Monte Lodoletta Amarone della Valpolicella 2009,red-wine
Dal Forno Romano Monte Lodoletta Amarone della Valpolicella 2011,red-wine
Dal Forno Romano Monte Lodoletta Amarone della Valpolicella 2017,red-wine
Dal Forno Romano Monte Lodoletta Valpolicella Superiore 2013,red-wine
Dalla Valle Cabernet Sauvignon 2019,red-wine
Dalla Valle Collina 2019,red-wine
Dalla Valle Maya 2019,red-wine
Dalton Canaan Red KPM 2021,red-wine
Dalton Estate Oak Aged Shiraz KP 2020,red-wine
Dalton Safsufa Vineyards Cabernet Sauvignon KPM,red-wine
Damilano 1752 Riserva Cannubi Barolo 2015,red-wine
Damilano Cannubi Barolo 2018,red-wine
Damilano Liste Barolo 2017,red-wine
Damjanic Borgonja 2019,red-wine
Dancing With The Stars Malbec,red-wine
