name,type
Chilensis Single Block Garnacha 2018,red-wine
Chimney Rock Cabernet Sauvignon 2019,red-wine
Chiroubles Les Genets Gamay Organic 2021,red-wine
Chloe Chardonnay,white-wine
Chocalan Guillermo 2018,red-wine
Chombart & Speck Cave Mystère Merlot 2020,red-wine
Chris Ringland Hoffman Vineyard Shiraz,red-wine
CHRISOHOOU GOLD SELECTION XINOMAVRO PDO NAOUSSA 2017,red-wine
CHRISOHOOU XINOMAVRO PDO NAOUSSA 2019,red-wine
Christophe Coquard Les 38 Villages Beaujolais-Villages Gamay 2020,red-wine
Christopher Michael Chardonnay 2021,white-wine
Christopher Michael Northwest Winemakers Pinot Noir 2022,red-wine
Chronic Cellars Purple Paradise Red Blend 2020,red-wine
Chronos Brut Sparkling,white-wine
Chronos McWatters Collection Chardonnay 2020,white-wine
Ciao Pinot Grigio Organic Carton,white-wine
Ciao Sangiovese Organic Terra De Chieti IGP,red-wine
Cigar Box Old Vine Cabernet Sauvignon,red-wine
Cigar Box Pinot Noir,red-wine
Ciliegio Armando Gianolli Riserva Amarone della Valpolicella 2015,red-wine
Cimal Tempranillo 2019,red-wine
Circum Montepulciano d'Abruzzo 2019,red-wine
Ciro Amigdala Bianco 2020,white-wine
Cistus Red Blend,red-wine
Citra Montepulciano D'Abruzzo DOC,red-wine
Citra Pinot Grigio Terre Di Chieti IGP,white-wine
Citra Trebbiano D'Abruzzo Doc (White),white-wine
CK Mondavi Cabernet Sauvignon,red-wine
CK Mondavi Chardonnay,white-wine
Clai Ottocento Bijeli 2017,white-wine
Clarence Dillon Clarendelle 2016,red-wine
Clarence Hill McLaren Vale Shiraz 2020,red-wine
Clay Shannon El Coyote Chardonnay 2021,white-wine
Claymore You'll Never Walk Alone Grenache/Shiraz/Mataro 2018,red-wine
Clemens Busch Marienburg GG Rothenpfad Riesling Trocken 2018,white-wine
Clemens Busch Marienburg Trockenbeerenauslese 2006,white-wine
Cliff 79 Cabernet Shiraz,red-wine
Cliff Lede Cabernet Sauvignon 2018,red-wine
Cliff Lede High Fidelity 2017,red-wine
Cliff Lede Stags Leap District Cabernet Sauvignon 2019,red-wine
Cline Viognier 2021,white-wine
Clonakilla Shiraz/Viognier 2017,red-wine
Clonakilla Shiraz/Viognier 2018,red-wine
Clos Apalta 2019,red-wine
Clos Apalta Le Petit Clos 2019,red-wine
Clos de l'Oratoire 2014,red-wine
Clos de los Siete 2019,red-wine
Clos de Tafall 2020,red-wine
Clos Des Fous Pour Ma Gueule Itata 2019,red-wine
Clos du Château de Bligny 6 Cépages Brut Nature white-wine,white-wine
Clos du Soleil Signature 2015,red-wine
Clos Dubreuil 2015,red-wine
Clos Fourtet 2018,red-wine
Clos Henri Estate Sauvignon Blanc 2022,white-wine
Clos Henri Petit Clos Pinot Noir 2019,red-wine
Clos L'Eglise 2018,red-wine
Clos LaChance Estate Cabernet Sauvignon 2020,red-wine
Clos LaChance Reserve Cabernet Sauvignon 2020,red-wine
Clos Troteligotte K-or Malbec 2019,red-wine
Closson Chase Churchside Pinot Noir 2021,red-wine
Closson Chase The Brock Chardonnay 2021,white-wine
Closson Chase Vineyard Chardonnay VQA,white-wine
Closson Chase Vineyard Pinot Noir 2021,red-wine
Cloudline Pinot Noir 2021,red-wine
Cloudsley Cellars Twenty Mile Bench Pinot Noir 2019,red-wine
Cloudsley Foxcroft Vineyard Chardonnay 2020,white-wine
Cloudsley Twenty Mile Bench Chardonnay 2020,white-wine
Cloudy Bay Chardonnay 2019,white-wine
Cloudy Bay Sauvignon Blanc,white-wine
Codorniu Brut Clasico,white-wine
Codorniu Brut Clasico Sparkling,white-wine
Coffin Ridge Back From the Dead Red,red-wine
Coffin Ridge Bone Dry Riesling VQA 2017,white-wine
Coffin Ridge Into the Light White,white-wine
Coffin Ridge L'Acadie Blanc,white-wine
Cognac Ferrand 10 Generations,white-wine
Col d'Orcia Brunello di Montalcino (Magnum) 1995,red-wine
Col d'Orcia Brunello di Montalcino (Magnum) 1999,red-wine
Col d'Orcia Brunello di Montalcino 2018,red-wine
Col d'Orcia Olmaia Sant'Antimo Cabernet 2015,red-wine
Col d'Orcia Poggio al Vento Riserva Brunello di Montalcino (Magnum) 1990,red-wine
Col d'Orcia Poggio al Vento Riserva Brunello di Montalcino (Magnum) 2001,red-wine
Col d'Orcia Poggio al Vento Riserva Brunello di Montalcino (Magnum) 2004,red-wine
Col d'Orcia Poggio al Vento Riserva Brunello di Montalcino (Magnum) 2008,red-wine
Col d'Orcia Poggio al Vento Riserva Brunello di Montalcino 2015,red-wine
Colab and Bloom McLaren Vale Shiraz/Cabernet Sauvignon 2020,red-wine
Colab and Bloom Shiraz 2019,red-wine
Colchester Ridge CREW Cabernet Sauvignon 2019,red-wine
Colchester Ridge CREW Meritage 2020,red-wine
Colio Budding Vines Reserve Pinot Gris 2021,white-wine
Colio Cellar Door Series Sauvignon Blanc,white-wine
Colio Dry White,white-wine
Colio Extra Dry White,white-wine
Colio Reserve Chardonnay 2020,white-wine
Colio Reserve Merlot 2020,red-wine
Collavini Pinot Grigio,white-wine
Collavini Pucino Refosco dal Peduncolo Rosso 2020,red-wine
Collavini T Friulano 2020,white-wine
Collavini Villa Canlungo Cabernet Sauvignon,red-wine
Collemassari Melacce Vermentino 2021,white-wine
Collina Serragrilli Serraia Barbera d'Alba 2020,red-wine
Collosorbo Brunello di Montalcino 2017,red-wine
Collovray & Terrier Deux Roches Rives de Longsault Saint-Véran 2021,white-wine
Colomba Bianca Vitese Chardonnay 2022,white-wine
Columbia Crest Grand Estates Cabernet Sauvignon 2019,red-wine
Columbia Crest H3 Cabernet Sauvignon,red-wine
Columbia Crest H3 Merlot 2019,red-wine
Commisso Red VQA,red-wine
Companhia das Quintas Uniqo Grande Reserva 2014,red-wine
Companhia das Quintas Uniqo Reserva 2014,red-wine
Concha y Toro Casillero del Diablo Reserva Especial Cabernet Sauvignon 2021,red-wine
Concha Y Toro Frontera Cabernet Sauvignon,red-wine
Concha Y Toro Frontera Chardonnay,white-wine
Concha Y Toro Frontera Sauvignon Blanc,white-wine
Concha Y Toro Frontera Shiraz Cabernet Sauvignon,red-wine
Concha y Toro Gravas del Maipo Syrah 2019,red-wine
Concha y Toro Marqués de Casa Concha Heritage 2021,red-wine
Concha y Toro Marques de Casa Concha Cabernet Sauvignon,red-wine
Concha y Toro Winemaker's Lot 148 Carmenère,red-wine
Conde de Haro Brut Cava 2019,white-wine
Conde de Los Andes 2004,red-wine
Confidencial Reserva,red-wine
Cono Sur 20 Barrels Syrah Limari Valley 2018,red-wine
Cono Sur Bicicleta Cabernet Sauvignon,red-wine
Cono Sur Bicicleta Chardonnay,white-wine
Cono Sur Bicicleta Pinot Noir,red-wine
Cono Sur Bicicleta Viognier,white-wine
Cono Sur Cabernet Sauvignon Carmenère Syrah Organic,red-wine
Cono Sur Chardonnay Organic,white-wine
Cono Sur Ocio Pinot Noir 2019,red-wine
Cono Sur Pinot Noir Organic,red-wine
Cono Sur Single Vineyard 8 Grapes 2019,red-wine
Cono Sur Sparkling Rosé,white-wine
Constantia Uitsig Natura Vista 2021,white-wine
Constantia Uitsig Sémillon 2020,white-wine
Constantine Solarris Blanc de Noirs Brut white-wine,white-wine
Continuum 2019,red-wine
Conundrum Red,red-wine
Conundrum White 2021,white-wine
Cooper's Hawk Amber Skin Fermented White 2019,white-wine
Cooper's Hawk Cabernet Franc VQA,red-wine
Cooper's Hawk Riesling VQA,white-wine
Cooper's Hawk Touché VQA,white-wine
Cooper's Hawk Unoaked Chardonnay VQA,white-wine
Cooper's Hawk Vineyards Hawkeye VQA,red-wine
Copa País 2019,red-wine
Coppola Diamond Appellation Series Chardonnay 2021,white-wine
Coppola Diamond Collection Cabernet Sauvignon 2020,red-wine
Coppola Rosso & Bianco Chardonnay 2021,white-wine
Corcelettes Estate Mico Lot Series Syrah 2018,red-wine
Cordorniu Cava Limited Edition,white-wine
Corino Barolo Giachini DOCG 2017,red-wine
Corino Barolo Riserva 2015,red-wine
Coriole Estate Grown Shiraz 2020,red-wine
Coriole Lloyd Reserve Shiraz 2020,red-wine
Cornerfield Cabernet/Merlot 2018,red-wine
Cornerfield Farmer & Frenchman,white-wine
Cornerfield Power & Grace VQA,red-wine
Corryton Burge Shiraz 2018,red-wine
Corte Majoli Ripasso Valpolicella Superiore 2020,red-wine
Corte Medicea Cletus 2019,red-wine
Corte Scaletta Amarone della Valpolicella DOCG 2015,red-wine
Cortonesi La Mannella Brunello di Montalcino 2017,red-wine
Cortonesi La Mannella Riserva Brunello di Montalcino 2016,red-wine
Cortonesi Poggiarelli Brunello di Montalcino 2017,red-wine
Cossy L'Instant Extra Brut Blanc de Blancs 1er Cru white-wine 2015,white-wine
Costa Lazaridi Amethystos Red 2020,red-wine
Costanti Brunello di Montalcino 2017,red-wine
Cotarella Sodale Merlot 2018,red-wine
Coteaux Bourguignons Rouge,red-wine
Cotnari Grasa de Cotnari 2020,white-wine
Cottage Block Sauvignon Blanc Riesling VQA,white-wine
Coudoulet de Beaucastel Côtes du Rhône 2020,red-wine
Couly-Dutheil Clos De L'Echo Chinon Cabernet Franc AOC 2018,red-wine
Courtney Benham Cabernet Sauvignon 2020,red-wine
Courtney Benham California Terroir Series Cabernet Sauvignon 2020,red-wine
Courtney Benham Mélange du Baum Mount Veeder Cabernet Sauvignon 2020,red-wine
Courtney Benham Oakville Cabernet Sauvignon 2020,red-wine
Courtney Benham Stags Leap District Cabernet Sauvignon 2020,red-wine
Courtois La Grange Vinsobres 2018,red-wine
Courtois La Source Côtes du Rhône 2021,red-wine
Coutada Velha Signature Red 2020,red-wine
COZs Pop Vital 2021,white-wine
Craggy Range Gimblett Gravels Vineyard Syrah 2020,red-wine
Creekside Cabernet Merlot VQA,red-wine
Creekside Iconoclast Sauvignon Blanc/Semillon 2020,white-wine
Creekside Iconoclast Syrah 2020,red-wine
Creekside Laura's Red 2018,red-wine
Creekside Red Tractor Cabernet Franc 2017,red-wine
Creekside Red Tractor Cabernet/Merlot 2020,red-wine
Creekside Sauvignon Blanc VQA,white-wine
Creekside Syrah VQA,red-wine
Cremant de Loire Brut Nature Leon & Jean,white-wine
Cremaschi Furlotti Gran Reserva Merlot Loncomilla 2018,red-wine
Cremaschi Furlotti Gran Reserva Syrah Loncomilla 2018,red-wine
CREW Barrelman's Blend Vqa,red-wine
CREW Cabernet Franc 2019,red-wine
CREW Chardonnay VQA,white-wine
CREW Flagship Chardonnay 2020,white-wine
CREW Gewürztraminer 2021,white-wine
CREW Grand Crew 2018,red-wine
CREW Merlot 2019,red-wine
CREW Posh Cuvée VQA,white-wine
CREW Riesling,white-wine
CREW Sauvignon Blanc VQA,white-wine
Cristom Chardonnay 2020,white-wine
Crossbarn Napa Valley Cabernet Sauvignon 2019,red-wine
Crossbarn Pinot Noir 2019,red-wine
Crown Point Cabernet Sauvignon 2017,red-wine
Crown Point Estate Selection 2017,red-wine
Crown Point Reserve Cabernet Sauvignon 2018,red-wine
Crown Point White 2020,white-wine
Cuddy by Tawse Cabernet/Merlot 2020,red-wine
Cuddy by Tawse Chardonnay 2016,white-wine
Cuilleron Condrieu Lieu-dit-Verlieu 2019,white-wine
Culmina Hypothesis Red Blend 2017,red-wine
Cune Crianza 2018,red-wine
Cupcake Chardonnay,white-wine
Cupcake Light Hearted Chardonnay,white-wine
Curtis Heritage Blanc De Blanc Sparkling White,white-wine
Curvos Loureiro 2022,white-wine
Cusumano Alta Mora Guardiola Etna 2017,red-wine
Cusumano Merlot,red-wine
Cusumano Nero D'Avola Sicilia DOC,red-wine
Cusumano Noà 2017,red-wine
Cuvaison Estate Chardonnay 2019,white-wine
Cuvée Benkovac 2021,red-wine
Cuvee des Fontenelles Cotes de Bordeaux 2020,red-wine
d'Arenberg The Coppermine Road Cabernet Sauvignon 2011,red-wine
d'Arenberg The Coppermine Road Cabernet Sauvignon 2013,red-wine
d'Arenberg The Coppermine Road Cabernet Sauvignon 2014,red-wine
d'Arenberg The Coppermine Road Cabernet Sauvignon 2018,red-wine
d'Arenberg The Dead Arm Shiraz 2018,red-wine
d'Arenberg The Hermit Crab Viognier/Marsanne 2022,white-wine
d'Arenberg The Ironstone Pressings GSM 2009,red-wine
d'Arenberg The Olive Grove Chardonnay 2021,white-wine
d'Arenberg The Stump Jump Grenache/Shiraz/Mourvèdre,red-wine
D'Ont Poke the Bear Baco Noir Cabernet VQA,red-wine
D'Ont Poke The Bear Big Baco VQA,red-wine
D'Ont Poke The Bear Cabernet Baco Noir VQA,red-wine
D'Ont Poke The Bear White VQA,white-wine
Dal Forno Romano Monte Lodoletta Amarone della Valpolicella 2009,red-wine
Dal Forno Romano Monte Lodoletta Amarone della Valpolicella 2011,red-wine
Dal Forno Romano Monte Lodoletta Amarone della Valpolicella 2017,red-wine
Dal Forno Romano Monte Lodoletta Valpolicella Superiore 2013,red-wine
Dalla Valle Cabernet Sauvignon 2019,red-wine
Dalla Valle Collina 2019,red-wine
Dalla Valle Maya 2019,red-wine
Dalton Canaan Red KPM 2021,red-wine
Dalton Estate Oak Aged Shiraz KP 2020,red-wine
Dalton Safsufa Vineyards Cabernet Sauvignon KPM,red-wine
Dalton Winery Canaan White KPM,white-wine
Damilano 1752 Riserva Cannubi Barolo 2015,red-wine
Damilano Cannubi Barolo 2018,red-wine
Damilano Liste Barolo 2017,red-wine
Damjanic Borgonja 2019,red-wine
Dancing With The Stars Chardonnay,white-wine
Dancing With The Stars Malbec,red-wine
Dandelion Vineyards Lioness of McLaren Vale Shiraz 2020,red-wine
Dandelion Vineyards Lionheart of the Barossa Shiraz,red-wine
Danimi Redivivo Taurasi DOCG 2017,red-wine
Danzante Pinot Grigio Delle Venezie IGT,white-wine
Daou Reserve Cabernet Sauvignon 2020,red-wine
Daou Sauvignon Blanc 2021,white-wine
Daou Sequentis Reserve Merlot 2020,red-wine
Daphne Red Mavrodaphne 2016,red-wine
Darling Sonoma Coast Chardonnay 2020,white-wine
Darting Dürkheimer Nonnengarten Gewürztraminer Kabinett 2022,white-wine
Dashe Todd Brothers Ranch Old Vines Single Vineyard Series Zinfandel 2019,red-wine
David and Nadia Elpidios 2020,red-wine
David Kinor Chardonnay IGP Pays D'Oc KPM 2022,white-wine
Davis Bynum Russian River Valley Pinot Noir 2018,red-wine
Davis Phase V Cabernet Sauvignon 2017,red-wine
De Angelis Campo di Marte Offida Pecorino 2022,white-wine
De Chanceny Brut Crémant de Loire,white-wine
De Chanceny Cremant De Loire Rose Brut,white-wine
De Martino Alto de Piedras Single Vineyard Carmenère 2018,red-wine
De Martino La Blanca Semillon 2019,white-wine
De Martino Viejas Tinajas Muscat,white-wine
De Morgenzon Reserve Chenin Blanc 2020,white-wine
De'Ricci Vino Nobile di Montepulciano 2018,red-wine
Deakin Estate Sauvignon Blanc,white-wine
Decelle-Villa Meursault 2018,white-wine
Decoy Cabernet Sauvignon,red-wine
Decoy Limited Alexander Valley Cabernet Sauvignon 2021,red-wine
Decoy Limited Napa Valley Red 2019,red-wine
Decoy Limited Sonoma Coast Chardonnay 2020,white-wine
Decoy Merlot 2021,red-wine
Decoy Pinot Noir 2021,red-wine
Decoy Sauvignon Blanc 2021,white-wine
Decoy Zinfandel 2021,red-wine
Dehours Père & Fils Grande Reserve Brut white-wine,white-wine
Dehours Père & Fils Terre Meunier Extra Brut white-wine,white-wine
"Deinhard Green Label Riesling, Mosel",white-wine
Del Rio Vineyard Estate Pinot Gris 2020,white-wine
Del Rio Vineyards Pinot Noir 2020,red-wine
Delamotte Blanc de Blancs Brut white-wine,white-wine
Delas Frères Domaine des Tourettes Hermitage 2018,red-wine
Delas Frères La Landonne Côte-Rôtie 2018,red-wine
Delas Frères Les Challeys Saint-Joseph 2020,red-wine
Delas Frères Sainte-Épine Saint-Joseph 2018,red-wine
Delas La Galopine Condrieu 2019,white-wine
Delas Les Bessards Hermitage 2019,red-wine
Delas Ligne de Crête Les Grandes Vignes Hermitage 2019,red-wine
Delas Saint-Esprit Côtes du Rhône 2021,red-wine
DeLille Cellars D2 2019,red-wine
DeLille Four Flags Cabernet Sauvignon 2018,red-wine
DeLille Métier Cabernet Sauvignon 2021,red-wine
Demuerte 2020,red-wine
Descendientes de J. Palacios Pétalos 2020,red-wine
Descendientes de J. Palacios Villa de Corullón 2021,red-wine
Desierto Pampa Blend 2016,red-wine
Desire Lush & Zin Primitivo 2021,red-wine
Dettori Renosu Rosso Romangia IGT,red-wine
Deus Semi-Sparkling White,white-wine
Deux Roches Les Crays Pouilly-Fuissé 2020,white-wine
Devil's Rock Riesling 2021,white-wine
Di Profio Estate Mia Cara Vineyard Kitchen Zinc 2018,white-wine
Di Rinaldi Brachetto d'Acqui DOCG 2020,red-wine
Diablo Crystal Sauvignon Blanc,white-wine
Diablo Dark Red,red-wine
Diabolica Red VQA,red-wine
Dichosa Cabernet Sauvignon 2019,red-wine
Diemersdal Reserve Pinotage 2021,red-wine
Dievole Tenuta Le Colonne Vermentino IGT,white-wine
Diggers Law Pinot Noir 2019,red-wine
Digma DOCa Rioja Tempranillo 2019,red-wine
Dios Ares Crianza 2018,red-wine
Dirler-Cadé Kitterlé Riesling 2018,white-wine
Disruption Chardonnay 2017,white-wine
Divergence Gamay Noir 2021,red-wine
Dixie & Bass Red Blend 2018,red-wine
Doña Paula Estate Malbec,red-wine
Dog Point Sauvignon Blanc,white-wine
Dom Pérignon Brut white-wine 2010,white-wine
Dom Pérignon Brut Vintage white-wine,white-wine
Domaine Alma Negra Gran Alma Negra 2017,red-wine
Domaine Amiot-Servelle Chambolle-Musigny 2018,red-wine
Domaine Andau Sauvignon Blanc 2020,white-wine
Domaine Anita Reine de Nuit Moulin-à-Vent 2020,red-wine
Domaine Baud Cousu Main Trousseau 2019,red-wine
Domaine Baud Les Prémices Chardonnay 2018,white-wine
Domaine Belle Roche Pierre Crozes-Hermitage 2017,red-wine
Domaine Bernard Millot Cuvée Alexie Meursault 2017,white-wine
Domaine Billaud-Simon Les Vaillons Chablis 1er Cru 2019,white-wine
Domaine Boris Champy Aux Coucherias Beaune 1er Cru 2019,red-wine
Domaine Boris Champy En Boeuf Pommard 2019,red-wine
Domaine Bouchard Père & Fils Les Avaux Beaune 1er Cru 2019,red-wine
Domaine Bousquet Cabernet Sauvignon Organic,red-wine
Domaine Bousquet Malbec Organic,red-wine
Domaine Bousquet Organic Chardonnay 2021,white-wine
Domaine Boyar Cabernet Sauvignon,red-wine
Domaine Brunely Vacqueyras 2020,red-wine
Domaine Calmel & Joseph La Madone 2016,red-wine
Domaine Calmel & Joseph Le Penchant Rousanne Organic 2021,white-wine
Domaine Chanson Beaune Clos des Mouches 1er Cru 2019,white-wine
Domaine Chanson Père & Fils Clos des Fèves Monopole Beaune 1er Cru 2019,red-wine
Domaine Chante Cigale Extrait Châteauneuf-du-Pape 2016,red-wine
Domaine Chante Cigale Extrait Châteauneuf-du-Pape Blanc 2021,white-wine
Domaine Chante-Perdrix Châteauneuf-du-Pape 2021,red-wine
Domaine Costa Lazaridi Amethystos Blanc 2022,white-wine
Domaine Costa Lazaridi Malagousia 2021,white-wine
Domaine Costa Lazaridi Malagousia 2022,white-wine
Domaine Costa Lazaridis Chateau Julia Assyrtiko 2022,white-wine
Domaine Courbis Les Royes Saint-Joseph 2020,red-wine
Domaine Coursodon Silice 2018,red-wine
Domaine Curry Napa Valley Cabernet Sauvignon 2018,red-wine
Domaine Cyrot-Buthiau Clos Rousseau Santenay 1er Cru 2020,red-wine
Domaine Cyrot-Buthiau Les Charmots Pommard 1er Cru 2020,red-wine
Domaine Cyrot-Buthiau Meursault 2018,white-wine
Domaine d'Ardhuy Chaumes Vosne-Romanée 1er Cru 2020,red-wine
Domaine d'Ardhuy Clos du Roi Corton Grand Cru 2018,red-wine
Domaine d'Ardhuy Les Fremiers Volnay 1er Cru 2018,red-wine
Domaine d'Argenson Les Pierreux Brouilly 2018,red-wine
Domaine D'Or Red,red-wine
Domaine D'Or Superieur White,white-wine
Domaine D'Or White,white-wine
Domaine de Baronarques Grand Vin 2016,red-wine
Domaine De Bel Air Pouilly Fumé 2022,white-wine
Domaine de Bellene Aux Chaignots Nuits-Saint-Georges 1er Cru 2021,red-wine
Domaine de Bellene Hommage à Françoise Potel Vieilles Vignes 1er Cru 2021,red-wine
Domaine de Bellene Hommage à Françoise Potel Vieilles Vignes Beaune 1er Cru 2019,red-wine
Domaine de Bellene Hommage à Jean Ferté Vieilles Vignes Savigny-lès-Beaune 1er Cru 2021,red-wine
Domaine de Bellene L'Eclos des Abeilles Côteaux Bourguignons 2021,white-wine
Domaine de Bellene Les Charmes Dessus Santenay 2021,white-wine
Domaine de Bellene Les Forges Meursault 2021,white-wine
Domaine de Bellene Les Grands Poisots Volnay 2021,red-wine
Domaine de Bellene Les Monts de Boncourt Côte de Nuits-Villages 2020,white-wine
Domaine de Bellene Les Perrières Beaune 1er Cru 2021,white-wine
Domaine de Bellene Les Suchots Vosne-Romanée 1er Cru 2021,red-wine
Domaine de Bellene Maison Dieu Vieilles Vignes Bourgogne Pinot Noir 2021,red-wine
Domaine de Bellene Quartiers de Nuits Vosne-Romanée 2021,red-wine
Domaine de Bellene Vieilles Vignes Nuits-Saint-Georges 2017,red-wine
Domaine de Bellene Vieilles Vignes Saint-Romain 2021,red-wine
Domaine de Bellene Vieilles Vignes Savigny-lès-Beaune 2021,red-wine
Domaine de Bellene Vieilles Vignes Savigny-lès-Beaune Blanc 2021,white-wine
Domaine de Carobelle Vacqueyras 2021,red-wine
Domaine de Cause La Lande Cavagnac Malbec 2018,red-wine
Domaine de Chevalier Blanc 2019,white-wine
Domaine de Cibadiès Cuvée Chardonnay 2021,white-wine
Domaine De Cibadies Cuvee Vermentino Pegasus IGP Pays d'Oc 2021,white-wine
Domaine de Coulet Billes Noires 2015,red-wine
Domaine de Courcel Grand Clos des Épenots 1er Cru 2018,red-wine
Domaine de Courcel Les Croix Noires Pommard 1er Cru 2018,red-wine
Domaine de Courcel Les Frémiers Pommard 1er Cru 2018,red-wine
Domaine de Fabrègues L'Orée 2019,red-wine
Domaine de Font-Sane Tradition Gigondas 2020,red-wine
Domaine de Fontbonau Côtes du Rhône 2017,red-wine
Domaine de Fontbonau Les Chaux de Fontbonau Côtes du Rhône 2016,red-wine
Domaine de Geais Côtes du Marmandais 2019,red-wine
Domaine de l'Agly Les Cimes 2015,red-wine
Domaine de L'Aigle Pinot Noir 2019,red-wine
Domaine de la Borie Blanche 2020,red-wine
Domaine de la Bouronière Fleurie 2019,red-wine
Domaine de la Charbonnière Cuvée Vieilles Vignes Châteauneuf-du-Pape 2019,red-wine
Domaine de La Madone Le Perréon Beaujolais-Villages 2022,red-wine
Domaine de la Pirolette La Poulette Saint-Amour 2018,red-wine
Domaine de la Pirolette Le Carjot Saint-Amour 2019,red-wine
Domaine de la Pirolette Saint-Amour 2020,red-wine
Domaine de la Solitude Châteauneuf-du-Pape 2021,red-wine
Domaine de Rochebin Mâcon-Lugny Chardonnay 2022,white-wine
Domaine de Vauroux Bougros Chablis Grand Cru 2018,white-wine
Domaine de Viaud 2015,red-wine
Domaine des Baumard Quarts de Chaume 2017,white-wine
Domaine des Perdrix Vosne-Romanée 2020,red-wine
Domaine des Sénéchaux Châteauneuf-du-Pape 2019,red-wine
Domaine des Tourelles Vieilles Vignes Carignan 2020,red-wine
Domaine Drouhin Oregon La Maisonnette Chardonnay 2020,white-wine
Domaine du Beauregard Maranges Les Clos Roussots 1er Cru 2021,red-wine
Domaine du Bicheron Mâcon-Péronne 2020,white-wine
Domaine du Clos Frantin Les Malconsorts Vosne-Romanée 1er Cru 2018,red-wine
Domaine du Grand Tinel Heres Châteauneuf-du-Pape 2015,red-wine
Domaine du Margalleau Vouvray Sec 2022,white-wine
Domaine du Pavillon Clos des Maréchaudes Corton Grand Cru 2018,white-wine
Domaine du Pélican Arbois Chardonnay 2020,white-wine
Domaine du Pélican Arbois Chardonnay en Barbi 2020,white-wine
Domaine du Pélican Arbois Grand Curoulet 2020,white-wine
Domaine du Pélican Arbois Savagnin Ouillé Grand Curoulet 2020,white-wine
Domaine du Pélican Arbois Savagnin/Macéré,white-wine
Domaine du Pélican Brut S° Zero 2019,white-wine
Domaine du Pourpre 2019,red-wine
Domaine du Sacré Coeur 2020,red-wine
Domaine du Vieux Lazaret 2021,white-wine
Domaine du Vieux Lazaret Cuvée Exceptionnelle Châteauneuf-du-Pape 2016,red-wine
Domaine Eden Cabernet Sauvignon 2018,red-wine
Domaine Eden Chardonnay 2017,white-wine
Domaine Eden Pinot Noir 2019,red-wine
Domaine Faiveley Clos de L'Ecu Beaune 1er Cru 2017,red-wine
Domaine Fernand Engel Vendanges Tardives Schofweg Pinot Gris 2018,white-wine
Domaine Feuillat-Juillot Camille Montagny 2020,white-wine
Domaine Fournier Clos du Roc Sancerre 2018,white-wine
Domaine Fournier Les Bouffants Sancerre 2019,white-wine
Domaine François Legros Noyer Bret Puligny-Montrachet 2020,white-wine
Domaine G. Roblot-Marchand Echezeaux Grand Cru 2020,red-wine
Domaine G. Roblot-Marchand Les Fuées Chambolle-Musigny 1er Cru 2018,red-wine
Domaine Gaël Martin Les Sables Saint-Véran 2021,white-wine
Domaine Geantet-Pansiot Charmes-Chambertin Grand Cru 2018,red-wine
Domaine Geantet-Pansiot Le Poissenot Gevrey-Chambertin 1er Cru 2018,red-wine
Domaine Giraud Les Gallimardes Châteauneuf-du-Pape 2019,red-wine
Domaine Giraud Tradition Châteauneuf-du-Pape 2019,red-wine
Domaine Glinavos Dryades Red Blend Epirus 2015,red-wine
Domaine Gouron Chinon 2020,red-wine
Domaine Guy & Yvan Dufouleur 16eme Génération Bourgogne Hautes Côtes de Nuits 2020,red-wine
Domaine Hamelin Beauroy Chablis 1er Cru 2021,white-wine
Domaine Hatzimichalis Cabernet Sauvignon,red-wine
Domaine Huet Cuvée Constance Vouvray 2002,white-wine
Domaine Huet Cuvée Constance Vouvray 2016,white-wine
Domaine Huet Le Haut-Lieu Moelleux Première Trie Vouvray 1997,white-wine
Domaine Huet Le Haut-Lieu Moelleux Première Trie Vouvray 2018,white-wine
Domaine Huet Le Haut-Lieu Moelleux Vouvray 2020,white-wine
Domaine Huet Le Mont Moelleux Vouvray 2018,white-wine
Domaine Huet Moelleux Clos du Bourg Vouvray 2001,white-wine
Domaine J.Denuzière Condrieu 2020,white-wine
Domaine J.Denuzière Saint-Joseph 2020,red-wine
Domaine Jaboulet Cornas 2016,red-wine
Domaine Jacky Marteau Sauvignon Touraine 2021,white-wine
Domaine Jean Collet & Fils Montmains Chablis 1er Cru 2019,white-wine
Domaine Jean-Marc Boillot Les Champs Canet Puligny-Montrachet 1er Cru 2020,white-wine
Domaine Jean-Marc Boillot Les Montrevenots Beaune 1er Cru 2018,white-wine
Domaine Jean-Marc Boillot Meursault 2018,white-wine
Domaine Jean-Marc Boillot Puligny-Montrachet 2018,white-wine
Domaine Jessiaume Santenay Les Gravières 1er Cru 2020,red-wine
Domaine Kirrenbourg Hengst Gewurztraminer 2017,white-wine
Domaine Kirrenbourg Pinot Gris 2018,white-wine
Domaine Labruyère Champ de Cour Moulin-à-Vent 2018,red-wine
Domaine Lafage Cuvée Nicolas Vieilles Vignes Grenache Noir 2020,red-wine
Domaine Laporte Le Rochoy Sancerre Blanc 2021,white-wine
Domaine Laporte Les Duchesses Pouilly-Fumé 2022,white-wine
Domaine Laroche Saint Martin Chablis,white-wine
Domaine Le Couroulu Vieilles Vignes Vacqueyras 2017,red-wine
Domaine Le Verger Chablis 2021,white-wine
Domaine les Alexandrins 2019,red-wine
Domaine Les Grands Bois Cuvée Philippine Sainte-Cécile Côtes du Rhône-Villages 2021,red-wine
Domaine Les Salices Viognier 2021,white-wine
