,index,type,quality,crispness,acidity,fruitiness,sweetness,dryness
774,774,red,5,1,1,0,2,2
775,775,red,5,0,1,0,2,2
776,776,red,6,2,2,2,1,3
777,777,red,6,1,1,2,1,3
778,778,red,6,1,1,2,2,2
779,779,red,7,2,2,2,2,2
780,780,red,5,1,2,1,2,2
781,781,red,6,2,2,3,1,3
782,782,red,5,0,1,0,3,1
783,783,red,6,2,2,2,2,2
784,784,red,6,2,2,2,2,2
785,785,red,7,2,2,2,2,2
786,786,red,5,2,1,2,1,3
787,787,red,5,1,1,2,2,2
788,788,red,5,1,1,2,2,2
789,789,red,5,1,2,2,3,1
790,790,red,7,1,1,2,3,1
791,791,red,5,3,3,2,1,3
792,792,red,6,2,2,1,2,2
793,793,red,5,2,2,1,2,2
794,794,red,6,2,2,1,2,2
795,795,red,5,3,3,2,1,3
796,796,red,6,1,1,0,1,3
797,797,red,7,2,2,2,1,3
798,798,red,5,1,1,2,2,2
799,799,red,5,1,1,1,2,2
800,800,red,6,2,2,2,1,3
801,801,red,5,1,1,1,2,2
802,802,red,5,1,1,2,2,2
803,803,red,6,0,1,1,2,2
804,804,red,5,1,1,2,2,2
805,805,red,5,2,2,3,3,1
806,806,red,6,1,1,0,2,2
807,807,red,7,0,0,0,1,3
808,808,red,7,0,0,0,1,3
809,809,red,6,2,2,2,1,3
810,810,red,7,1,1,1,2,2
811,811,red,7,2,2,2,1,3
812,812,red,7,2,2,2,1,3
813,813,red,7,1,1,1,0,4
814,814,red,5,1,1,2,1,3
815,815,red,7,1,1,1,0,4
816,816,red,7,2,2,2,1,3
817,817,red,7,2,2,2,1,3
818,818,red,7,2,2,2,3,1
819,819,red,5,2,2,2,3,1
820,820,red,7,2,2,2,0,4
821,821,red,6,2,2,2,2,2
822,822,red,5,1,1,1,2,2
823,823,red,6,1,1,0,1,3
824,824,red,6,2,2,3,2,2
825,825,red,7,2,2,2,1,3
826,826,red,5,1,1,0,2,2
827,827,red,5,1,1,0,2,2
828,828,red,6,1,1,2,1,3
829,829,red,7,1,1,0,1,3
830,830,red,6,1,2,0,3,1
831,831,red,6,1,1,2,1,3
832,832,red,5,0,0,0,1,3
833,833,red,6,1,1,1,2,2
834,834,red,7,1,1,0,1,3
835,835,red,7,1,1,0,1,3
836,836,red,7,1,1,0,1,3
837,837,red,6,1,1,0,2,2
838,838,red,6,2,2,1,3,1
839,839,red,7,2,2,2,2,2
840,840,red,7,1,1,2,1,3
841,841,red,5,1,1,0,2,2
842,842,red,6,2,2,1,2,2
843,843,red,5,1,1,0,2,2
844,844,red,6,1,1,1,2,2
845,845,red,6,2,2,1,2,2
846,846,red,6,0,0,2,2,2
847,847,red,6,0,1,0,1,3
848,848,red,6,1,1,0,1,3
849,849,red,5,1,1,1,2,2
850,850,red,6,2,2,2,1,3
851,851,red,6,2,2,2,1,3
852,852,red,5,1,1,1,2,2
853,853,red,5,0,0,0,1,3
854,854,red,7,1,1,2,1,3
855,855,red,6,1,1,1,2,2
856,856,red,6,1,1,1,2,2
857,857,red,7,2,2,3,2,2
858,858,red,6,3,3,3,2,2
859,859,red,8,2,2,3,1,3
860,860,red,6,1,1,2,1,3
861,861,red,6,2,2,3,2,2
862,862,red,6,1,1,0,1,3
863,863,red,6,1,1,1,2,2
864,864,red,7,0,1,0,1,3
865,865,red,7,3,3,3,2,2
866,866,red,7,3,3,3,2,2
867,867,red,5,1,1,2,3,1
868,868,red,7,2,2,3,1,3
869,869,red,6,1,1,2,2,2
870,870,red,6,1,1,2,3,1
871,871,red,6,2,2,3,1,3
872,872,red,6,2,2,3,0,4
873,873,red,6,1,1,2,2,2
874,874,red,6,2,2,3,2,2
875,875,red,6,1,1,2,2,2
876,876,red,5,0,1,1,2,2
877,877,red,6,1,1,2,1,3
878,878,red,7,3,3,3,1,3
879,879,red,7,3,3,3,1,3
880,880,red,8,2,2,4,1,3
881,881,red,6,1,1,2,1,3
882,882,red,6,1,1,0,1,3
883,883,red,7,2,2,2,1,3
884,884,red,5,2,2,2,2,2
885,885,red,5,2,2,2,2,2
886,886,red,5,2,2,2,2,2
887,887,red,6,1,1,3,1,3
888,888,red,6,1,1,1,1,3
889,889,red,6,0,0,0,1,3
890,890,red,6,1,1,1,1,3
891,891,red,6,1,1,2,1,3
892,892,red,5,0,0,1,1,3
893,893,red,6,1,1,2,1,3
894,894,red,7,2,2,2,1,3
895,895,red,5,1,1,0,4,0
896,896,red,6,1,1,0,1,3
897,897,red,7,0,0,1,1,3
898,898,red,6,1,1,2,1,3
899,899,red,6,2,2,2,2,2
900,900,red,6,1,1,0,2,2
901,901,red,6,1,1,0,2,2
902,902,red,6,1,1,0,2,2
903,903,red,6,1,1,1,1,3
904,904,red,5,0,0,0,1,3
905,905,red,8,1,1,2,1,3
906,906,red,6,0,1,0,1,3
907,907,red,6,2,3,2,1,3
908,908,red,4,0,1,0,2,2
909,909,red,7,2,2,2,1,3
910,910,red,6,0,0,0,2,2
911,911,red,5,2,2,2,3,1
912,912,red,6,2,3,2,3,1
913,913,red,6,1,2,0,2,2
914,914,red,7,1,1,2,0,4
915,915,red,7,1,1,2,1,3
916,916,red,6,1,1,2,1,3
917,917,red,6,2,2,2,2,2
918,918,red,6,2,2,2,2,2
919,919,red,6,1,1,1,2,2
920,920,red,6,1,1,2,2,2
921,921,red,6,1,1,2,2,2
922,922,red,6,1,1,0,2,2
923,923,red,6,1,1,1,2,2
924,924,red,5,1,1,1,2,2
925,925,red,6,1,1,2,2,2
926,926,red,6,1,1,2,1,3
927,927,red,6,2,2,2,1,3
928,928,red,7,1,1,1,2,2
929,929,red,6,0,0,1,1,3
930,930,red,6,2,2,2,2,2
931,931,red,7,0,0,1,1,3
932,932,red,6,1,1,2,3,1
933,933,red,5,2,2,2,2,2
934,934,red,7,3,3,3,2,2
935,935,red,6,2,2,2,1,3
936,936,red,7,1,2,2,1,3
937,937,red,5,2,2,1,2,2
938,938,red,5,2,2,1,2,2
939,939,red,5,2,2,1,2,2
940,940,red,7,1,1,2,2,2
941,941,red,6,0,1,1,2,2
942,942,red,6,1,1,1,2,2
943,943,red,6,2,2,2,1,3
944,944,red,6,1,1,0,2,2
945,945,red,6,2,2,2,1,3
946,946,red,6,1,1,2,2,2
947,947,red,6,1,1,2,2,2
948,948,red,7,1,1,0,1,3
949,949,red,6,1,1,2,2,2
950,950,red,6,1,1,2,2,2
951,951,red,5,2,2,2,1,3
952,952,red,6,2,2,2,2,2
953,953,red,5,0,1,0,2,2
954,954,red,5,1,1,1,2,2
955,955,red,6,1,1,1,1,3
956,956,red,6,1,1,1,1,3
957,957,red,5,1,1,1,2,2
958,958,red,4,1,2,0,2,2
959,959,red,7,1,1,2,1,3
960,960,red,6,1,1,1,2,2
961,961,red,6,0,0,1,2,2
962,962,red,6,1,1,1,3,1
963,963,red,6,1,1,1,1,3
964,964,red,6,1,1,2,1,3
965,965,red,6,1,1,1,3,1
966,966,red,6,1,1,1,1,3
967,967,red,7,1,1,2,1,3
968,968,red,8,2,1,2,1,3
969,969,red,7,1,1,2,2,2
970,970,red,7,1,1,2,2,2
971,971,red,7,1,1,2,2,2
972,972,red,7,1,1,2,2,2
973,973,red,7,0,0,2,1,3
974,974,red,6,0,1,0,2,2
975,975,red,5,0,1,1,2,2
976,976,red,6,0,1,0,2,2
977,977,red,6,2,2,2,2,2
978,978,red,6,2,2,2,2,2
979,979,red,6,2,2,3,1,3
980,980,red,6,1,1,1,2,2
981,981,red,6,1,1,1,2,2
982,982,red,6,2,2,2,1,3
983,983,red,6,1,1,2,2,2
984,984,red,6,2,2,2,1,3
985,985,red,6,3,3,3,3,1
986,986,red,5,2,2,1,3,1
987,987,red,5,2,2,1,2,2
988,988,red,5,1,1,1,2,2
989,989,red,6,1,1,2,2,2
990,990,red,5,1,1,1,2,2
991,991,red,4,2,2,2,2,2
992,992,red,6,1,1,0,1,3
993,993,red,6,1,1,0,2,2
994,994,red,6,1,1,0,1,3
995,995,red,4,1,1,0,3,1
996,996,red,5,1,1,2,2,2
997,997,red,5,2,2,2,3,1
998,998,red,6,2,2,2,1,3
999,999,red,5,1,1,1,3,1
1000,1000,red,5,1,1,1,2,2
1001,1001,red,5,1,1,0,1,3
1002,1002,red,5,1,1,1,2,2
1003,1003,red,6,1,1,2,2,2
1004,1004,red,6,1,1,0,2,2
1005,1005,red,6,1,1,0,2,2
1006,1006,red,5,1,1,1,2,2
1007,1007,red,5,1,1,0,1,3
1008,1008,red,5,1,1,0,1,3
1009,1009,red,5,0,0,0,2,2
1010,1010,red,4,0,0,0,1,3
1011,1011,red,5,2,2,3,3,1
1012,1012,red,4,1,1,0,2,2
1013,1013,red,6,1,1,2,1,3
1014,1014,red,6,1,1,0,2,2
1015,1015,red,6,1,1,0,2,2
1016,1016,red,6,2,2,3,2,2
1017,1017,red,6,1,1,2,2,2
1018,1018,red,6,1,1,1,1,3
1019,1019,red,5,0,0,0,1,3
1020,1020,red,5,1,1,2,2,2
1021,1021,red,6,1,1,1,1,3
1022,1022,red,6,1,1,1,3,1
1023,1023,red,6,0,1,0,2,2
1024,1024,red,6,1,1,1,3,1
1025,1025,red,7,2,2,2,1,3
1026,1026,red,6,1,1,1,2,2
1027,1027,red,6,1,1,1,2,2
1028,1028,red,6,1,1,0,2,2
1029,1029,red,6,1,2,1,3,1
1030,1030,red,5,1,1,1,2,2
1031,1031,red,5,3,3,3,2,2
1032,1032,red,6,1,1,2,1,3
1033,1033,red,5,1,1,0,1,3
1034,1034,red,5,1,1,0,1,3
1035,1035,red,6,1,1,1,2,2
1036,1036,red,6,0,0,0,1,3
1037,1037,red,4,1,1,0,2,2
1038,1038,red,6,1,1,1,2,2
1039,1039,red,6,1,1,1,1,3
1040,1040,red,6,0,0,0,1,3
1041,1041,red,6,0,1,0,1,3
1042,1042,red,6,2,2,1,2,2
1043,1043,red,5,1,1,2,1,3
1044,1044,red,5,1,1,1,3,1
1045,1045,red,5,1,1,1,2,2
1046,1046,red,5,2,2,2,3,1
1047,1047,red,5,2,2,2,3,1
1048,1048,red,5,1,1,1,1,3
1049,1049,red,5,1,1,1,2,2
1050,1050,red,6,0,1,1,2,2
1051,1051,red,5,1,1,1,2,2
1052,1052,red,6,1,1,1,2,2
1053,1053,red,6,1,1,1,2,2
1054,1054,red,6,1,1,1,2,2
1055,1055,red,6,2,2,2,1,3
1056,1056,red,6,1,1,1,2,2
1057,1057,red,5,2,2,2,3,1
1058,1058,red,5,2,2,2,1,3
1059,1059,red,7,2,2,2,1,3
1060,1060,red,6,1,1,1,1,3
1061,1061,red,6,1,1,1,1,3
1062,1062,red,6,1,1,1,1,3
1063,1063,red,6,1,1,1,1,3
1064,1064,red,5,0,1,0,2,2
1065,1065,red,6,1,1,1,2,2
1066,1066,red,6,1,1,1,2,2
1067,1067,red,6,1,1,0,2,2
1068,1068,red,5,2,2,1,2,2
1069,1069,red,6,0,1,0,1,3
1070,1070,red,5,0,0,0,1,3
1071,1071,red,5,0,0,0,1,3
1072,1072,red,5,0,0,0,1,3
1073,1073,red,6,1,1,0,1,3
1074,1074,red,6,1,1,0,1,3
1075,1075,red,6,1,1,0,1,3
1076,1076,red,6,1,1,0,1,3
1077,1077,red,6,1,1,0,1,3
1078,1078,red,5,3,3,2,2,2
1079,1079,red,6,1,1,1,2,2
1080,1080,red,5,0,0,0,1,3
1081,1081,red,5,1,1,0,2,2
1082,1082,red,5,1,1,0,2,2
1083,1083,red,5,0,1,0,3,1
1084,1084,red,5,2,2,2,2,2
1085,1085,red,6,1,1,0,1,3
1086,1086,red,5,1,1,0,2,2
1087,1087,red,5,1,1,0,2,2
1088,1088,red,5,1,1,0,2,2
1089,1089,red,5,0,0,1,1,3
1090,1090,red,5,0,0,1,1,3
1091,1091,red,6,1,1,1,2,2
1092,1092,red,6,3,3,2,1,3
1093,1093,red,5,2,2,2,2,2
1094,1094,red,5,1,1,1,3,1
1095,1095,red,6,3,3,2,1,3
1096,1096,red,4,1,1,1,2,2
1097,1097,red,6,1,1,0,1,3
1098,1098,red,5,1,1,0,2,2
1099,1099,red,5,1,1,0,2,2
1100,1100,red,6,1,1,1,2,2
1101,1101,red,6,1,1,2,2,2
1102,1102,red,4,0,1,0,1,3
1103,1103,red,5,1,1,1,2,2
1104,1104,red,5,1,1,1,1,3
1105,1105,red,6,0,0,1,1,3
1106,1106,red,6,1,1,1,2,2
1107,1107,red,6,1,1,0,2,2
1108,1108,red,6,1,1,0,2,2
1109,1109,red,5,0,1,0,2,2
1110,1110,red,5,1,1,1,2,2
1111,1111,red,5,1,1,1,2,2
1112,1112,red,5,1,1,1,2,2
1113,1113,red,5,1,1,2,4,0
1114,1114,red,5,1,1,0,2,2
1115,1115,red,5,1,1,0,2,2
1116,1116,red,5,0,1,1,2,2
1117,1117,red,6,0,0,0,1,3
1118,1118,red,5,1,1,1,2,2
1119,1119,red,5,1,1,0,1,3
1120,1120,red,5,1,1,1,2,2
1121,1121,red,6,1,2,0,2,2
1122,1122,red,5,1,2,0,2,2
1123,1123,red,5,1,1,1,2,2
1124,1124,red,7,1,1,0,2,2
1125,1125,red,6,1,1,0,2,2
1126,1126,red,5,1,1,1,2,2
1127,1127,red,5,1,1,1,2,2
1128,1128,red,6,1,1,2,1,3
1129,1129,red,8,1,1,1,2,2
1130,1130,red,6,1,1,2,3,1
1131,1131,red,7,1,1,2,1,3
1132,1132,red,6,0,0,0,2,2
1133,1133,red,7,1,1,2,1,3
1134,1134,red,6,0,0,0,2,2
1135,1135,red,6,0,1,0,1,3
1136,1136,red,6,1,0,2,2,2
1137,1137,red,5,2,2,1,2,2
1138,1138,red,5,2,2,3,3,1
1139,1139,red,5,0,0,0,2,2
1140,1140,red,5,2,2,3,3,1
1141,1141,red,7,1,1,2,2,2
1142,1142,red,5,1,1,0,1,3
1143,1143,red,5,1,1,1,2,2
1144,1144,red,5,1,1,0,1,3
1145,1145,red,5,1,1,1,2,2
1146,1146,red,6,0,1,0,1,3
1147,1147,red,6,1,1,2,1,3
1148,1148,red,6,1,1,2,1,3
1149,1149,red,6,1,1,2,1,3
1150,1150,red,5,1,1,2,2,2
1151,1151,red,5,1,1,0,1,3
1152,1152,red,5,1,1,3,2,2
1153,1153,red,5,1,1,1,1,3
1154,1154,red,6,1,1,2,2,2
1155,1155,red,6,0,0,0,1,3
1156,1156,red,7,0,0,1,2,2
1157,1157,red,5,0,1,0,1,3
1158,1158,red,6,1,1,0,2,2
1159,1159,red,7,1,1,2,1,3
1160,1160,red,5,0,1,0,2,2
1161,1161,red,5,1,1,1,1,3
1162,1162,red,6,1,1,0,2,2
1163,1163,red,5,0,1,0,2,2
1164,1164,red,5,0,1,0,2,2
1165,1165,red,5,0,1,0,2,2
1166,1166,red,8,1,1,2,1,3
1167,1167,red,7,1,1,2,1,3
1168,1168,red,7,1,1,2,3,1
1169,1169,red,7,0,1,0,1,3
1170,1170,red,5,1,1,2,2,2
1171,1171,red,6,3,3,3,2,2
1172,1172,red,6,0,0,0,1,3
1173,1173,red,6,0,0,1,1,3
1174,1174,red,5,1,1,2,2,2
1175,1175,red,5,1,1,2,1,3
1176,1176,red,7,1,1,2,1,3
1177,1177,red,6,0,0,1,2,2
1178,1178,red,4,0,0,0,2,2
1179,1179,red,6,0,1,0,2,2
1180,1180,red,6,0,1,0,2,2
1181,1181,red,5,0,1,1,2,2
1182,1182,red,5,0,1,1,2,2
1183,1183,red,7,1,1,2,2,2
1184,1184,red,4,0,1,0,2,2
1185,1185,red,7,1,1,2,2,2
1186,1186,red,3,1,1,0,2,2
1187,1187,red,5,2,2,0,1,3
1188,1188,red,6,1,1,3,2,2
1189,1189,red,5,0,0,0,1,3
1190,1190,red,5,1,1,3,3,1
1191,1191,red,4,0,0,0,1,3
1192,1192,red,5,1,1,3,3,1
1193,1193,red,4,1,1,3,2,2
1194,1194,red,5,1,1,2,1,3
1195,1195,red,4,0,1,0,2,2
1196,1196,red,5,1,1,1,2,2
1197,1197,red,5,1,1,1,2,2
1198,1198,red,5,0,0,0,1,3
1199,1199,red,5,0,0,0,1,3
1200,1200,red,6,0,0,0,2,2
1201,1201,red,5,0,0,0,1,3
1202,1202,red,5,0,0,0,0,4
1203,1203,red,5,1,1,2,2,2
1204,1204,red,7,0,0,0,1,3
1205,1205,red,6,1,1,0,1,3
1206,1206,red,5,1,1,2,2,2
1207,1207,red,6,0,1,0,2,2
1208,1208,red,6,0,1,0,2,2
1209,1209,red,6,0,1,0,2,2
1210,1210,red,5,1,1,0,1,3
1211,1211,red,5,1,1,1,2,2
1212,1212,red,6,0,0,2,2,2
1213,1213,red,6,1,1,3,2,2
1214,1214,red,3,0,1,0,2,2
1215,1215,red,6,0,1,0,2,2
1216,1216,red,6,1,1,3,2,2
1217,1217,red,6,1,1,3,2,2
1218,1218,red,5,1,1,2,1,3
1219,1219,red,6,0,0,1,2,2
1220,1220,red,5,1,1,0,2,2
1221,1221,red,6,0,0,0,2,2
1222,1222,red,6,0,1,1,1,3
1223,1223,red,5,0,0,1,2,2
1224,1224,red,6,0,0,0,2,2
1225,1225,red,5,1,1,2,2,2
1226,1226,red,5,0,1,0,3,1
1227,1227,red,6,0,0,0,2,2
1228,1228,red,4,1,1,1,2,2
1229,1229,red,5,0,0,1,2,2
1230,1230,red,5,1,1,1,2,2
1231,1231,red,6,0,0,1,2,2
1232,1232,red,5,0,1,0,2,2
1233,1233,red,6,0,1,0,2,2
1234,1234,red,6,1,1,0,1,3
1235,1235,red,6,1,1,3,2,2
1236,1236,red,6,1,1,1,2,2
1237,1237,red,6,0,1,0,2,2
1238,1238,red,5,0,0,0,3,1
1239,1239,red,6,1,1,1,2,2
1240,1240,red,5,1,1,2,2,2
1241,1241,red,7,0,1,1,2,2
1242,1242,red,6,1,1,1,2,2
1243,1243,red,6,0,0,0,2,2
1244,1244,red,6,0,0,0,2,2
1245,1245,red,5,0,0,0,2,2
1246,1246,red,5,1,1,2,2,2
1247,1247,red,7,1,1,1,2,2
1248,1248,red,6,0,1,0,1,3
1249,1249,red,6,3,3,2,2,2
1250,1250,red,7,1,1,2,2,2
1251,1251,red,6,1,0,2,2,2
1252,1252,red,5,1,1,0,2,2
1253,1253,red,5,0,0,0,0,4
1254,1254,red,5,3,3,3,2,2
1255,1255,red,8,1,1,2,1,3
1256,1256,red,5,1,1,0,3,1
1257,1257,red,5,1,1,0,3,1
1258,1258,red,5,1,1,0,3,1
1259,1259,red,6,0,1,0,2,2
1260,1260,red,7,1,1,1,1,3
1261,1261,red,5,0,1,0,2,2
1262,1262,red,6,0,1,0,2,2
1263,1263,red,5,1,1,2,2,2
1264,1264,red,5,1,1,2,2,2
1265,1265,red,5,1,1,2,2,2
1266,1266,red,5,1,1,1,2,2
1267,1267,red,5,1,1,1,2,2
1268,1268,red,5,1,1,1,2,2
1269,1269,red,6,0,1,0,1,3
1270,1270,red,6,1,1,4,1,3
1271,1271,red,5,1,1,1,2,2
1272,1272,red,5,1,1,1,2,2
1273,1273,red,6,0,0,1,1,3
1274,1274,red,5,1,1,2,2,2
1275,1275,red,6,0,0,1,1,3
1276,1276,red,6,1,1,2,1,3
1277,1277,red,6,1,1,3,1,3
1278,1278,red,5,0,0,0,1,3
1279,1279,red,6,1,1,2,2,2
1280,1280,red,5,0,0,0,1,3
1281,1281,red,5,0,0,0,2,2
1282,1282,red,5,0,0,2,2,2
1283,1283,red,7,1,1,2,2,2
1284,1284,red,6,1,1,2,2,2
1285,1285,red,6,1,1,2,2,2
1286,1286,red,6,0,0,0,1,3
1287,1287,red,6,1,1,2,1,3
1288,1288,red,6,0,0,1,1,3
1289,1289,red,6,0,0,0,1,3
1290,1290,red,6,0,0,1,2,2
1291,1291,red,6,0,1,0,2,2
1292,1292,red,5,0,0,0,2,2
1293,1293,red,6,0,0,1,2,2
1294,1294,red,6,0,0,1,2,2
1295,1295,red,5,0,0,1,2,2
1296,1296,red,6,0,0,2,3,1
1297,1297,white,6,1,1,2,4,0
1298,1298,white,6,1,1,2,2,2
1299,1299,white,6,2,2,3,2,2
1300,1300,white,6,1,1,2,2,2
1301,1301,white,6,1,1,2,2,2
1302,1302,white,6,2,2,3,2,2
1303,1303,white,6,0,1,0,2,2
1304,1304,white,6,1,1,2,4,0
1305,1305,white,6,1,1,2,2,2
1306,1306,white,6,2,2,3,1,3
1307,1307,white,5,2,2,3,1,3
1308,1308,white,5,2,2,3,2,2
1309,1309,white,5,1,2,2,1,3
1310,1310,white,7,1,1,3,0,4
1311,1311,white,7,1,1,2,1,3
1312,1312,white,8,1,1,3,0,4
1313,1313,white,6,1,1,3,1,3
1314,1314,white,5,0,1,0,2,2
1315,1315,white,8,1,1,3,0,4
1316,1316,white,7,1,1,2,1,3
1317,1317,white,8,1,1,3,1,3
1318,1318,white,6,1,1,3,2,2
1319,1319,white,6,1,1,2,2,2
1320,1320,white,6,1,1,2,1,3
1321,1321,white,6,1,1,2,2,2
1322,1322,white,6,1,1,3,1,3
1323,1323,white,7,1,1,2,0,4
1324,1324,white,6,2,2,2,3,1
1325,1325,white,6,2,2,2,1,3
1326,1326,white,6,1,1,2,1,3
1327,1327,white,6,1,1,2,2,2
1328,1328,white,5,0,1,1,3,1
1329,1329,white,5,1,1,1,2,2
1330,1330,white,6,1,1,2,1,3
1331,1331,white,5,1,1,3,4,0
1332,1332,white,5,1,1,3,4,0
1333,1333,white,6,1,1,1,2,2
1334,1334,white,6,1,1,1,2,2
1335,1335,white,6,1,1,1,2,2
1336,1336,white,7,1,1,2,1,3
1337,1337,white,4,0,1,1,2,2
1338,1338,white,5,0,1,1,2,2
1339,1339,white,6,1,1,1,2,2
1340,1340,white,5,1,1,2,2,2
1341,1341,white,6,1,1,2,1,3
1342,1342,white,7,1,1,2,1,3
1343,1343,white,7,1,1,2,1,3
1344,1344,white,6,1,1,2,1,3
1345,1345,white,6,1,1,2,1,3
1346,1346,white,6,1,1,2,3,1
1347,1347,white,6,0,1,1,3,1
1348,1348,white,6,0,1,0,2,2
1349,1349,white,6,1,1,2,1,3
1350,1350,white,6,0,1,1,3,1
1351,1351,white,6,0,1,0,2,2
1352,1352,white,6,1,1,1,1,3
1353,1353,white,7,0,1,1,1,3
1354,1354,white,8,1,1,2,1,3
1355,1355,white,5,1,1,1,3,1
1356,1356,white,6,1,1,3,3,1
1357,1357,white,5,1,1,1,2,2
1358,1358,white,5,0,1,1,2,2
1359,1359,white,6,2,2,3,2,2
1360,1360,white,8,1,1,2,1,3
1361,1361,white,5,1,1,1,3,1
1362,1362,white,7,1,1,2,0,4
1363,1363,white,7,1,1,2,1,3
1364,1364,white,5,1,1,2,3,1
1365,1365,white,5,1,1,1,2,2
1366,1366,white,6,1,1,2,1,3
1367,1367,white,6,1,1,2,4,0
1368,1368,white,5,1,1,1,2,2
1369,1369,white,6,1,1,2,3,1
1370,1370,white,6,1,1,2,3,1
1371,1371,white,5,1,1,3,3,1
1372,1372,white,7,1,1,2,0,4
1373,1373,white,7,1,1,2,0,4
1374,1374,white,7,1,1,2,1,3
1375,1375,white,6,1,1,2,3,1
1376,1376,white,7,2,2,2,1,3
1377,1377,white,4,2,2,3,2,2
1378,1378,white,5,1,1,3,3,1
1379,1379,white,5,1,1,2,3,1
1380,1380,white,5,0,1,1,3,1
1381,1381,white,5,1,1,3,4,0
1382,1382,white,5,1,1,3,3,1
1383,1383,white,6,1,1,2,3,1
1384,1384,white,5,1,1,2,3,1
1385,1385,white,6,1,1,2,4,0
1386,1386,white,6,1,1,2,4,0
1387,1387,white,5,1,1,1,1,3
1388,1388,white,5,1,1,3,4,0
1389,1389,white,5,1,1,4,3,1
1390,1390,white,5,1,1,2,3,1
1391,1391,white,5,1,1,2,3,1
1392,1392,white,6,0,1,1,1,3
1393,1393,white,6,1,1,2,1,3
1394,1394,white,5,1,1,4,3,1
1395,1395,white,5,1,1,4,3,1
1396,1396,white,5,1,2,2,3,1
1397,1397,white,5,1,1,2,2,2
1398,1398,white,6,1,1,1,2,2
1399,1399,white,6,1,1,2,1,3
1400,1400,white,5,1,1,1,2,2
1401,1401,white,7,1,1,2,2,2
1402,1402,white,5,0,0,1,2,2
1403,1403,white,7,1,1,2,2,2
1404,1404,white,5,1,1,3,3,1
1405,1405,white,5,1,1,1,4,0
1406,1406,white,5,1,1,1,3,1
1407,1407,white,5,1,1,2,3,1
1408,1408,white,6,2,2,3,1,3
1409,1409,white,7,1,1,2,1,3
1410,1410,white,6,2,2,2,1,3
1411,1411,white,5,1,1,2,1,3
1412,1412,white,6,2,2,3,1,3
1413,1413,white,6,2,2,3,2,2
1414,1414,white,6,2,2,3,1,3
1415,1415,white,6,1,1,2,1,3
1416,1416,white,6,0,0,1,1,3
1417,1417,white,4,0,1,0,2,2
1418,1418,white,7,1,1,2,1,3
1419,1419,white,6,1,1,2,2,2
1420,1420,white,7,1,2,3,2,2
1421,1421,white,6,2,1,4,3,1
1422,1422,white,6,1,1,2,2,2
1423,1423,white,5,1,1,3,1,3
1424,1424,white,6,2,2,2,2,2
1425,1425,white,6,1,1,3,3,1
1426,1426,white,6,1,1,3,3,1
1427,1427,white,7,0,1,1,0,4
1428,1428,white,7,0,1,1,0,4
1429,1429,white,5,1,1,1,2,2
1430,1430,white,6,1,1,3,3,1
1431,1431,white,5,1,1,2,3,1
1432,1432,white,5,1,1,3,3,1
1433,1433,white,6,2,2,3,3,1
1434,1434,white,7,0,1,0,0,4
1435,1435,white,5,1,1,2,3,1
1436,1436,white,5,3,2,3,2,2
1437,1437,white,6,1,1,3,0,4
1438,1438,white,6,2,2,3,1,3
1439,1439,white,4,1,1,2,1,3
1440,1440,white,7,1,1,3,1,3
1441,1441,white,5,1,1,2,3,1
1442,1442,white,6,1,1,3,1,3
1443,1443,white,4,1,1,3,1,3
1444,1444,white,5,0,1,2,3,1
1445,1445,white,6,1,1,2,2,2
1446,1446,white,6,1,1,2,2,2
1447,1447,white,5,1,1,0,2,2
1448,1448,white,5,1,1,3,4,0
1449,1449,white,6,1,1,3,3,1
1450,1450,white,6,1,1,3,2,2
1451,1451,white,5,0,1,1,1,3
1452,1452,white,8,1,1,2,0,4
1453,1453,white,4,1,1,2,3,1
1454,1454,white,6,1,1,2,3,1
1455,1455,white,5,1,1,3,4,0
1456,1456,white,6,1,1,2,2,2
1457,1457,white,5,1,1,2,2,2
1458,1458,white,5,1,1,1,3,1
1459,1459,white,5,1,1,1,3,1
1460,1460,white,5,1,1,1,3,1
1461,1461,white,5,1,1,1,4,0
1462,1462,white,5,1,1,1,3,1
1463,1463,white,5,1,1,2,3,1
1464,1464,white,6,1,1,2,2,2
1465,1465,white,4,0,1,2,1,3
1466,1466,white,5,1,1,4,3,1
1467,1467,white,5,1,1,2,3,1
1468,1468,white,5,1,1,1,1,3
1469,1469,white,6,1,1,2,2,2
1470,1470,white,5,0,0,1,2,2
1471,1471,white,7,1,1,2,1,3
1472,1472,white,5,1,1,2,3,1
1473,1473,white,6,1,1,1,2,2
1474,1474,white,7,0,1,1,1,3
1475,1475,white,5,0,1,1,3,1
1476,1476,white,5,1,1,2,2,2
1477,1477,white,5,0,1,1,3,1
1478,1478,white,5,0,0,1,4,0
1479,1479,white,5,1,1,2,2,2
1480,1480,white,5,1,1,2,2,2
1481,1481,white,6,1,1,1,3,1
1482,1482,white,7,0,1,1,1,3
1483,1483,white,6,1,1,2,2,2
1484,1484,white,6,0,1,1,1,3
1485,1485,white,5,1,1,3,4,0
1486,1486,white,6,1,1,2,2,2
1487,1487,white,6,1,1,2,3,1
1488,1488,white,6,1,1,2,2,2
1489,1489,white,5,1,1,3,4,0
1490,1490,white,6,2,2,3,2,2
1491,1491,white,6,2,2,3,3,1
1492,1492,white,6,1,1,3,3,1
1493,1493,white,6,1,1,3,3,1
1494,1494,white,6,1,1,3,3,1
